"id","pattern","indicator_type"
"indicator_2546","CSP blocks external resource loading","failure"
"indicator_2547","CORS prevents cross-origin requests","failure"
"indicator_2548","Network firewall blocks outbound connection","failure"
"indicator_2549","Fetch request sent to attacker server","success"
"indicator_2550","Cookie data appears in server logs","success"
"indicator_2551","Victim page remains functional (no redirect)","success"
"indicator_2552","Stealthy - user may not notice attack","success"
"indicator_2553","HttpOnly flag prevents cookie access","failure"
"indicator_2554","CSP blocks fetch to external domain","failure"
"indicator_2555","CORS prevents cross-origin requests","failure"
"indicator_2556","fetch() not supported (old browsers)","failure"
"indicator_2557","Each keystroke generates HTTP request to attacker","success"
"indicator_2558","Real-time keystroke capture in server logs","success"
"indicator_2559","Victim continues normal interaction with page","success"
"indicator_2560","CSP blocks fetch to external domain","failure"
"indicator_2561","High network traffic may alert user","failure"
"indicator_2562","onkeypress event blocked/overridden","failure"
"indicator_2563","CSP prevents inline script execution","failure"
"indicator_2564","Configuration option changed","success"
"indicator_2565","no error returned","success"
"indicator_2566","permission denied","failure"
"indicator_2567","not a member of sysadmin","failure"
"indicator_2568","nt service\mssqlserver","success"
"indicator_2569","nt authority\system","success"
"indicator_2570","domain\sqlsvc","success"
"indicator_2571","xp_cmdshell is disabled","failure"
"indicator_2572","permission denied","failure"
"indicator_2573","reverse shell connection received","success"
"indicator_2574","firewall blocking","failure"
"indicator_2575","powershell constrained language mode","failure"
"indicator_2576","empty string (vulnerable)","success"
"indicator_2577","shows directory path","success"
"indicator_2578","NULL (disabled)","failure"
"indicator_2579","restricted path","failure"
"indicator_2580","query executed successfully","success"
"indicator_2581","file created","success"
"indicator_2582","secure_file_priv","failure"
"indicator_2583","permission denied","failure"
"indicator_2584","file exists","failure"
"indicator_2585","file created","success"
"indicator_2586","shell accessible","success"
"indicator_2587","permission denied","failure"
"indicator_2588","file exists","failure"
"indicator_2589","on (superuser)","success"
"indicator_2590","'on'","success"
"indicator_2591","off (limited)","failure"
"indicator_2592","COPY 1","success"
"indicator_2593","file written","success"
"indicator_2594","must be superuser","failure"
"indicator_2595","permission denied","failure"
"indicator_2596","reverse shell received","success"
"indicator_2597","COPY PROGRAM disabled","failure"
"indicator_2598","superuser required","failure"
"indicator_2599","file exported","success"
"indicator_2600","shell accessible","success"
"indicator_2601","permission denied","failure"
"indicator_2602","lo_export failed","failure"
"indicator_2603","You have an error in your SQL syntax","success"
"indicator_2604","Warning: mysql_fetch_array()","success"
"indicator_2605","pg_query(): Query failed: ERROR:","success"
"indicator_2606","Microsoft SQL Server Native Client error","success"
"indicator_2607","ORA-01756: quoted string not properly terminated","success"
"indicator_2608","SQLite3::query(): Unable to prepare statement","success"
"indicator_2609","No error messages in response","failure"
"indicator_2610","Page returns normally without changes","failure"
"indicator_2611","404 Not Found","failure"
"indicator_2612","403 Forbidden (WAF/IDS blocking)","failure"
"indicator_2613","Generic error page without database details","failure"
"indicator_2614","Script completes without errors (all columns tested)","success"
"indicator_2615","Error appears at specific column number (e.g., 'Failed at column 5')","success"
"indicator_2616","Last successful column = total columns in query","success"
"indicator_2617","Unknown column '5' in 'order clause'","success"
"indicator_2618","All iterations return errors (wrong injection point)","failure"
"indicator_2619","No errors at any column number (not vulnerable or different syntax needed)","failure"
"indicator_2620","Connection timeouts (WAF rate limiting)","failure"
"indicator_2621","Same response for all column numbers (caching/static page)","failure"
"indicator_2622","Test strings ('test1', 'test2') visible in page HTML","success"
"indicator_2623","Identify column positions: 'test1' in position 1, 'test2' in position 4","success"
"indicator_2624","Page displays injected data without errors","success"
"indicator_2625","Different content than original query results","success"
"indicator_2626","The used SELECT statements have a different number of columns (column count mismatch)","failure"
"indicator_2627","Test strings not visible on page (not displayed columns)","failure"
"indicator_2628","Original query results still showing (need id=-1 or invalid value)","failure"
"indicator_2629","Page returns blank/error (syntax issue or WAF)","failure"
"indicator_2630","Database names visible: information_schema, mysql, webapp_db","success"
"indicator_2631","Table names visible: users, admin, credentials","success"
"indicator_2632","Column names visible: username, password, email","success"
"indicator_2633","Actual data extracted: admin:5f4dcc3b5aa765d61d8327deb882cf99","success"
"indicator_2634","Multiple results separated by colon or comma","success"
"indicator_2635","Empty response (wrong column position)","failure"
"indicator_2636","Original query results (need id=-1)","failure"
"indicator_2637","Syntax error (column count mismatch or wrong MySQL function)","failure"
"indicator_2638","Access denied to information_schema (rare but possible)","failure"
"indicator_2639","PostgreSQL version visible: PostgreSQL 12.9 on x86_64-pc-linux-gnu","success"
"indicator_2640","Database name visible: current_database() = webapp","success"
"indicator_2641","Table names visible: pg_tables, users, admin","success"
"indicator_2642","Column names visible: username, password, email","success"
"indicator_2643","Data extracted: admin:5f4dcc3b5aa765d61d8327deb882cf99","success"
"indicator_2644","Empty response (wrong column position)","failure"
"indicator_2645","Syntax error (PostgreSQL uses || not CONCAT)","failure"
"indicator_2646","Type mismatch error (need CAST to text)","failure"
"indicator_2647","Access denied to pg_catalog (restricted permissions)","failure"
"indicator_2648","MSSQL version visible: Microsoft SQL Server 2019","success"
"indicator_2649","Database names visible: master, tempdb, model, msdb, webapp_db","success"
"indicator_2650","Table names visible: users, admin, credentials","success"
"indicator_2651","Column names visible: username, password, email","success"
"indicator_2652","xp_cmdshell output visible (if sysadmin): nt authority\system","success"
"indicator_2653","Empty response (wrong column position)","failure"
"indicator_2654","Syntax error (MSSQL uses + not || or CONCAT)","failure"
"indicator_2655","Type conversion error (need CAST for INT columns)","failure"
"indicator_2656","xp_cmdshell disabled (default in modern MSSQL)","failure"
"indicator_2657","Access denied (need sysadmin for xp_cmdshell)","failure"
"indicator_2658","sqlmap identified the following injection point(s)","success"
"indicator_2659","Parameter: id (GET)","success"
"indicator_2660","Type: UNION query","success"
"indicator_2661","Database: webapp_db","success"
"indicator_2662","Table: users","success"
"indicator_2663","Dumped X entries from table 'users'","success"
"indicator_2664","[INFO] fetched data logged to textfile","success"
"indicator_2665","all tested parameters do not appear to be injectable","failure"
"indicator_2666","target URL content is stable (false positive prevention)","failure"
"indicator_2667","connection timeout","failure"
"indicator_2668","403 Forbidden (WAF blocking)","failure"
"indicator_2669","it seems that target is protected by some kind of WAF/IPS","failure"
"indicator_2670","[+] WordPress version X.X.X identified","success"
"indicator_2671","[+] User(s) Identified:","success"
"indicator_2672","[+] We found X plugin(s)","success"
"indicator_2673","[+] We found X theme(s)","success"
"indicator_2674","[!] No known vulnerabilities identified","success"
"indicator_2675","[!] Title: CVE-XXXX-XXXXX","success"
"indicator_2676","The remote website is up, but does not seem to be running WordPress","failure"
"indicator_2677","The url supplied does not seem to be a valid WordPress URL","failure"
"indicator_2678","Scan Aborted: The remote server timed out","failure"
"indicator_2679","Error: Invalid API token","failure"
"indicator_2680","403 Forbidden","failure"
"indicator_2681","[+] We found X plugin(s)","success"
"indicator_2682","[+] We found X theme(s)","success"
"indicator_2683","[i] Plugin(s) Identified:","success"
"indicator_2684","[i] Theme(s) Identified:","success"
"indicator_2685","Version: X.X.X","success"
"indicator_2686","Scan Aborted","failure"
"indicator_2687","Error:","failure"
"indicator_2688","No plugins found","failure"
"indicator_2689","No themes found","failure"
"indicator_2690","403 Forbidden","failure"
"indicator_2691","[SUCCESS] - <USERNAME> / <PASSWORD>","success"
"indicator_2692","Valid Combinations Found:","success"
"indicator_2693","Login Successful","success"
"indicator_2694","No Valid Passwords Found","failure"
"indicator_2695","Error: Could not connect","failure"
"indicator_2696","403 Forbidden","failure"
"indicator_2697","Too Many Requests","failure"
"indicator_2698","Account Locked","failure"
"indicator_2699","<methodResponse>","success"
"indicator_2700","<array>","success"
"indicator_2701","wp.getUsersBlogs","success"
"indicator_2702","wp.getCategories","success"
"indicator_2703","pingback.ping","success"
"indicator_2704","system.multicall","success"
"indicator_2705","404 Not Found","failure"
"indicator_2706","XML-RPC services are disabled","failure"
"indicator_2707","403 Forbidden","failure"
"indicator_2708","Parse error","failure"
"indicator_2709","faultCode","failure"
"indicator_2710","content=""WordPress 5.8.1""","success"
"indicator_2711","<meta name=""generator"" content=""WordPress","success"
"indicator_2712","WordPress version found","success"
"indicator_2713","No output (version not in meta tag)","failure"
"indicator_2714","Connection refused","failure"
"indicator_2715","404 Not Found","failure"
"indicator_2716","HTTP 200 response (page loads normally)","success"
"indicator_2717","PHP code visible in log file when read via LFI","success"
"indicator_2718","curl 'http://<TARGET>/page.php?file=../../../../var/log/apache2/access.log' | grep '<?php' shows payload","success"
"indicator_2719","403 Forbidden (WAF blocking User-Agent modification)","failure"
"indicator_2720","Log not readable (permissions issue)","failure"
"indicator_2721","Empty log file or permission denied on LFI read","failure"
"indicator_2722","Status: 200","success"
"indicator_2723","Status: 301","success"
"indicator_2724","Status: 302","success"
"indicator_2725","Status: 401","success"
"indicator_2726","Status: 403","success"
"indicator_2727","Error:","failure"
"indicator_2728","invalid URL","failure"
"indicator_2729","connection refused","failure"
"indicator_2730","+ OSVDB","success"
"indicator_2731","+ Server:","success"
"indicator_2732","+ Retrieved","success"
"indicator_2733","+ Found","success"
"indicator_2734","interesting file/dir found","success"
"indicator_2735","0 host(s) tested","failure"
"indicator_2736","ERROR:","failure"
"indicator_2737","No web server found","failure"
"indicator_2738","Parameter:","success"
"indicator_2739","[INFO] the back-end DBMS is","success"
"indicator_2740","sqlmap identified the following injection point","success"
"indicator_2741","Type: boolean-based blind","success"
"indicator_2742","Type: time-based blind","success"
"indicator_2743","Type: UNION query","success"
"indicator_2744","all tested parameters do not appear to be injectable","failure"
"indicator_2745","[CRITICAL] no parameter(s) found","failure"
"indicator_2746","connection timed out","failure"
"indicator_2747","Different response length","success"
"indicator_2748","All records returned","success"
"indicator_2749","Successful login","success"
"indicator_2750","SQL error message exposed","success"
"indicator_2751","Same response as normal","failure"
"indicator_2752","WAF detected","failure"
"indicator_2753","Input filtered/escaped","failure"
"indicator_2754","C=200","success"
"indicator_2755","C=302","success"
"indicator_2756","different response length","success"
"indicator_2757","W!=0","success"
"indicator_2758","0 Reqs/sec","failure"
"indicator_2759","connection refused","failure"
"indicator_2760","All responses filtered","failure"
"indicator_2761","Alert box appears","success"
"indicator_2762","Payload reflected unescaped in response","success"
"indicator_2763","<script> tags in page source","success"
"indicator_2764","JavaScript executed","success"
"indicator_2765","Escaped output: &lt;script&gt;","failure"
"indicator_2766","Filtered/removed","failure"
"indicator_2767","Content Security Policy blocks","failure"
"indicator_2768","root:x:0:0","success"
"indicator_2769","daemon:x:","success"
"indicator_2770","/bin/bash","success"
"indicator_2771","www-data:","success"
"indicator_2772","File not found","failure"
"indicator_2773","Permission denied","failure"
"indicator_2774","include(): Failed opening","failure"
"indicator_2775","200 OK","success"
"indicator_2776","302 Found","success"
"indicator_2777","Set-Cookie:","success"
"indicator_2778","Login successful","success"
"indicator_2779","Connection refused","failure"
"indicator_2780","400 Bad Request","failure"
"indicator_2781","500 Internal Server Error","failure"
"indicator_2782","HTTPServer","success"
"indicator_2783","X-Powered-By","success"
"indicator_2784","Version:","success"
"indicator_2785","detected","success"
"indicator_2786","ERROR","failure"
"indicator_2787","Failed to connect","failure"
"indicator_2788","Timeout","failure"
"indicator_2789","Technologies identified (PHP, Laravel, WordPress, etc.)","success"
"indicator_2790","Attack surface mapped (login, upload, search, admin panel)","success"
"indicator_2791","Interesting endpoints found (/admin, /backup, /api)","success"
"indicator_2792","Input validation weaknesses noted","success"
"indicator_2793","Version numbers discovered","success"
"indicator_2794","Site completely static (no attack surface)","failure"
"indicator_2795","All functionality behind authentication","failure"
"indicator_2796","WAF blocking all requests","failure"
"indicator_2797","Technologies detected (Apache, PHP, Laravel, etc.)","success"
"indicator_2798","Version numbers shown","success"
"indicator_2799","Framework identified","success"
"indicator_2800","Plugins/modules listed","success"
"indicator_2801","HTTP headers revealed","success"
"indicator_2802","Connection refused","failure"
"indicator_2803","No technologies detected (static HTML)","failure"
"indicator_2804","Timeout","failure"
"indicator_2805","Admin panel accessible","success"
"indicator_2806","Login successful","success"
"indicator_2807","Administrative dashboard visible","success"
"indicator_2808","Elevated functionality available (upload, settings, users)","success"
"indicator_2809","Invalid credentials","failure"
"indicator_2810","404 Not Found (admin panel doesn't exist)","failure"
"indicator_2811","403 Forbidden (IP restriction)","failure"
"indicator_2812","Account locked after failed attempts","failure"
"indicator_2813","Account created successfully","success"
"indicator_2814","Login works with new account","success"
"indicator_2815","User dashboard accessible","success"
"indicator_2816","Functionality available for testing","success"
"indicator_2817","Registration disabled","failure"
"indicator_2818","Email verification required (can't receive)","failure"
"indicator_2819","CAPTCHA blocking","failure"
"indicator_2820","Account pending approval","failure"
"indicator_2821","Request intercepted successfully","success"
"indicator_2822","Parameters visible and editable","success"
"indicator_2823","Modified request forwarded","success"
"indicator_2824","Response shows impact of modification","success"
"indicator_2825","Browser not configured for proxy","failure"
"indicator_2826","Request not intercepted (wrong scope)","failure"
"indicator_2827","SSL/TLS errors (certificate not trusted)","failure"
"indicator_2828","File upload successful despite restrictions","success"
"indicator_2829","PHP file uploaded with image extension","success"
"indicator_2830","Webshell accessible via browser","success"
"indicator_2831","RCE achieved through uploaded file","success"
"indicator_2832","Upload still rejected (server-side validation)","failure"
"indicator_2833","File uploaded but not executable","failure"
"indicator_2834","File uploaded to inaccessible location","failure"
"indicator_2835","WAF blocking upload attempt","failure"
"indicator_2836","Shell file created","success"
"indicator_2837","File uploaded successfully","success"
"indicator_2838","Commands execute when accessed","success"
"indicator_2839","Output visible in browser","success"
"indicator_2840","PHP code displayed as text (not executed)","failure"
"indicator_2841","File not accessible (404)","failure"
"indicator_2842","PHP execution disabled","failure"
"indicator_2843","WAF blocking","failure"
"indicator_2844","Command output returned","success"
"indicator_2845","www-data or similar user shown","success"
"indicator_2846","File contents displayed (for cat commands)","success"
"indicator_2847","Directory listing shown (for ls commands)","success"
"indicator_2848","404 Not Found (wrong path)","failure"
"indicator_2849","PHP code displayed (not executed)","failure"
"indicator_2850","Empty response (execution disabled)","failure"
"indicator_2851","403 Forbidden (permission denied)","failure"
"indicator_2852","Netcat listener receives connection","success"
"indicator_2853","Shell prompt appears ($ or #)","success"
"indicator_2854","whoami shows web user (www-data, apache, nginx)","success"
"indicator_2855","Interactive shell with command execution","success"
"indicator_2856","No connection received","failure"
"indicator_2857","Connection immediately closes","failure"
"indicator_2858","bash: command not found","failure"
"indicator_2859","Firewall blocking outbound connections","failure"
"indicator_2860","sqlmap identified the following injection point(s)","success"
"indicator_2861","Parameter: <PARAMETER> (POST)","success"
"indicator_2862","Type: boolean-based blind","success"
"indicator_2863","Type: time-based blind","success"
"indicator_2864","unable to connect to the target URL","failure"
"indicator_2865","all tested parameters do not appear to be injectable","failure"
"indicator_2866","403 Forbidden (WAF blocking)","failure"
"indicator_2867","sqlmap identified the following injection point(s)","success"
"indicator_2868","Type: boolean-based blind","success"
"indicator_2869","it looks like the back-end DBMS is","success"
"indicator_2870","all tested parameters do not appear to be injectable","failure"
"indicator_2871","WAF/IDS detected and blocking","failure"
"indicator_2872","available databases [X]:","success"
"indicator_2873","[*] usage_blog","success"
"indicator_2874","application database visible","success"
"indicator_2875","unable to enumerate the databases","failure"
"indicator_2876","no databases found","failure"
"indicator_2877","Database: <DATABASE>","success"
"indicator_2878","[X] tables:","success"
"indicator_2879","[*] admin","success"
"indicator_2880","[*] users","success"
"indicator_2881","database '<DATABASE>' does not exist","failure"
"indicator_2882","no tables found","failure"
"indicator_2883","Database: <DATABASE>","success"
"indicator_2884","Table: <TABLE>","success"
"indicator_2885","[X] entries","success"
"indicator_2886","| username | password | email |","success"
"indicator_2887","dumped to CSV file","success"
"indicator_2888","table '<TABLE>' does not exist","failure"
"indicator_2889","no data in table","failure"
"indicator_2890","connection timeout","failure"
"indicator_2891","back-end DBMS:","success"
"indicator_2892","banner:","success"
"indicator_2893","web application technology:","success"
"indicator_2894","connection timed out","failure"
"indicator_2895","parameter does not appear to be injectable","failure"
"indicator_2896","current user is DBA: True","success"
"indicator_2897","current user is DBA: False","failure"
"indicator_2898","database management system users privileges:","success"
"indicator_2899","FILE","success"
"indicator_2900","SUPER","success"
"indicator_2901","unable to retrieve the privileges","failure"
"indicator_2902","os-shell>","success"
"indicator_2903","command shell prompt","success"
"indicator_2904","unable to prompt for an interactive operating system shell","failure"
"indicator_2905","DBA privileges required","failure"
"indicator_2906","os-shell>","success"
"indicator_2907","xp_cmdshell procedure","success"
"indicator_2908","xp_cmdshell is disabled","failure"
"indicator_2909","sa account required","failure"
"indicator_2910","os-shell>","success"
"indicator_2911","file stager uploaded","success"
"indicator_2912","secure_file_priv","failure"
"indicator_2913","web application absolute path","failure"
"indicator_2914","os-shell>","success"
"indicator_2915","COPY command","success"
"indicator_2916","superuser required","failure"
"indicator_2917","COPY failed","failure"
"indicator_2918","command output returned","success"
"indicator_2919","unable to execute command","failure"
"indicator_2920","file written to","success"
"indicator_2921","file uploaded","success"
"indicator_2922","unable to write file","failure"
"indicator_2923","permission denied","failure"
"indicator_2924","Forest","success"
"indicator_2925","DomainControllers","success"
"indicator_2926","PdcRoleOwner","success"
"indicator_2927","Name","success"
"indicator_2928","Get-NetDomain : The term 'Get-NetDomain' is not recognized","failure"
"indicator_2929","Access Denied","failure"
"indicator_2930","Forest","success"
"indicator_2931","Name","success"
"indicator_2932","IPAddress","success"
"indicator_2933","OSVersion","success"
"indicator_2934","Get-NetDomainController not recognized","failure"
"indicator_2935","Unable to contact domain","failure"
"indicator_2936","samaccountname","success"
"indicator_2937","distinguishedname","success"
"indicator_2938","memberof","success"
"indicator_2939","User attributes displayed","success"
"indicator_2940","Get-NetUser not recognized","failure"
"indicator_2941","Access Denied","failure"
"indicator_2942","User attributes for specified user","success"
"indicator_2943","memberof","success"
"indicator_2944","admincount","success"
"indicator_2945","Get-NetUser not recognized","failure"
"indicator_2946","User not found","failure"
"indicator_2947","samaccountname","success"
"indicator_2948","serviceprincipalname","success"
"indicator_2949","krbtgt excluded (not Kerberoastable)","success"
"indicator_2950","Service accounts listed","success"
"indicator_2951","No SPNs found","failure"
"indicator_2952","Module not imported","failure"
"indicator_2953","Domain Admins","success"
"indicator_2954","Enterprise Admins","success"
"indicator_2955","Group names listed","success"
"indicator_2956","Get-NetGroup not recognized","failure"
"indicator_2957","Access Denied","failure"
"indicator_2958","member","success"
"indicator_2959","CN=","success"
"indicator_2960","Distinguished names of members","success"
"indicator_2961","Group not found","failure"
"indicator_2962","Module not imported","failure"
"indicator_2963","MemberName","success"
"indicator_2964","MemberObjectClass","success"
"indicator_2965","Members listed with types (user vs group)","success"
"indicator_2966","Group not found","failure"
"indicator_2967","Module not imported","failure"
"indicator_2968","dnshostname","success"
"indicator_2969","operatingsystem","success"
"indicator_2970","Windows Server","success"
"indicator_2971","Windows 10/11","success"
"indicator_2972","Module not imported","failure"
"indicator_2973","Access Denied","failure"
"indicator_2974","name","success"
"indicator_2975","distinguishedname","success"
"indicator_2976","OU=","success"
"indicator_2977","Domain structure revealed","success"
"indicator_2978","Module not imported","failure"
"indicator_2979","displayname","success"
"indicator_2980","whenchanged","success"
"indicator_2981","Default Domain Policy","success"
"indicator_2982","GPO names listed","success"
"indicator_2983","Module not imported","failure"
"indicator_2984","RootDomainSid","success"
"indicator_2985","Domains","success"
"indicator_2986","GlobalCatalogs","success"
"indicator_2987","ForestMode","success"
"indicator_2988","Module not imported","failure"
"indicator_2989","Access Denied","failure"
"indicator_2990","samaccountname","success"
"indicator_2991","description","success"
"indicator_2992","Get-NetUser not recognized","failure"
"indicator_2993","Module not imported","failure"
"indicator_2994","dnshostname","success"
"indicator_2995","operatingsystem","success"
"indicator_2996","Get-NetComputer not recognized","failure"
"indicator_2997","dnshostname","success"
"indicator_2998","Get-NetComputer not recognized","failure"
"indicator_2999","No pingable hosts","failure"
"indicator_3000","MemberName","success"
"indicator_3001","MemberDomain","success"
"indicator_3002","Get-NetGroupMember not recognized","failure"
"indicator_3003","Group not found","failure"
"indicator_3004","Forest","success"
"indicator_3005","DomainControllers","success"
"indicator_3006","PdcRoleOwner","success"
"indicator_3007","Name","success"
"indicator_3008","Exception calling","failure"
"indicator_3009","Cannot find type","failure"
"indicator_3010","Access is denied","failure"
"indicator_3011",".corp.com","success"
"indicator_3012","DC name in FQDN format","success"
"indicator_3013","Exception calling","failure"
"indicator_3014","Property 'PdcRoleOwner' cannot be found","failure"
"indicator_3015","DC=","success"
"indicator_3016","Distinguished Name in LDAP format","success"
"indicator_3017","Exception calling","failure"
"indicator_3018","Unable to contact the server","failure"
"indicator_3019","LDAP://","success"
"indicator_3020","DC=","success"
"indicator_3021","Full LDAP path format","success"
"indicator_3022","Exception","failure"
"indicator_3023","Variable is null","failure"
"indicator_3024","Path","success"
"indicator_3025","Properties","success"
"indicator_3026","LDAP://","success"
"indicator_3027","CN=Users","success"
"indicator_3028","Exception","failure"
"indicator_3029","Access Denied","failure"
"indicator_3030","Cannot find type","failure"
"indicator_3031","Domain Admins","success"
"indicator_3032","Enterprise Admins","success"
"indicator_3033","CN=","success"
"indicator_3034","Group members listed","success"
"indicator_3035","Exception","failure"
"indicator_3036","No results","failure"
"indicator_3037","Access Denied","failure"
"indicator_3038","Windows","success"
"indicator_3039","operatingsystem","success"
"indicator_3040","dnshostname","success"
"indicator_3041","Computer hostnames","success"
"indicator_3042","Exception","failure"
"indicator_3043","No results","failure"
"indicator_3044","Access Denied","failure"
"indicator_3045","Function created successfully","success"
"indicator_3046","Import-Module completes","success"
"indicator_3047","LDAPSearch command available","success"
"indicator_3048","Syntax error","failure"
"indicator_3049","Function not recognized","failure"
"indicator_3050","Properties","success"
"indicator_3051","samaccountname","success"
"indicator_3052","distinguishedname","success"
"indicator_3053","Function not defined","failure"
"indicator_3054","Access denied","failure"
"indicator_3055","Cannot contact domain","failure"
"indicator_3056","dnshostname","success"
"indicator_3057","operatingsystem","success"
"indicator_3058","Function not defined","failure"
"indicator_3059","cn","success"
"indicator_3060","member","success"
"indicator_3061","Function not defined","failure"
"indicator_3062","serviceprincipalname","success"
"indicator_3063","samaccountname","success"
"indicator_3064","Function not defined","failure"
"indicator_3065","No results","failure"
"indicator_3066","adminCount","success"
"indicator_3067","samaccountname","success"
"indicator_3068","Function not defined","failure"
"indicator_3069","CName","success"
"indicator_3070","UserName","success"
"indicator_3071","Time","success"
"indicator_3072","Session information displayed","success"
"indicator_3073","Access is denied","failure"
"indicator_3074","RPC server unavailable","failure"
"indicator_3075","No sessions found","failure"
"indicator_3076","UserName","success"
"indicator_3077","LogonDomain","success"
"indicator_3078","Logged-on users displayed","success"
"indicator_3079","Access Denied","failure"
"indicator_3080","RPC server unavailable","failure"
"indicator_3081","Remote Registry service not running","failure"
"indicator_3082","Computer names where you have admin access","success"
"indicator_3083","List of accessible systems","success"
"indicator_3084","No systems found","failure"
"indicator_3085","Module not imported","failure"
"indicator_3086","Timeout errors","failure"
"indicator_3087","Name","success"
"indicator_3088","Type","success"
"indicator_3089","Remark","success"
"indicator_3090","ComputerName","success"
"indicator_3091","Share names listed","success"
"indicator_3092","Module not imported","failure"
"indicator_3093","No shares found","failure"
"indicator_3094","Access Denied","failure"
"indicator_3095","Name","success"
"indicator_3096","ComputerName","success"
"indicator_3097","Accessible shares listed","success"
"indicator_3098","No accessible shares","failure"
"indicator_3099","Module not imported","failure"
"indicator_3100","Users logged on locally","success"
"indicator_3101","Users logged on via resource shares","success"
"indicator_3102","Usernames displayed","success"
"indicator_3103","Unable to query","failure"
"indicator_3104","Access Denied","failure"
"indicator_3105","No one is logged on","failure"
"indicator_3106","Share name","success"
"indicator_3107","Type","success"
"indicator_3108","Used as","success"
"indicator_3109","Comment","success"
"indicator_3110","Shares listed","success"
"indicator_3111","Access is denied","failure"
"indicator_3112","Network path was not found","failure"
"indicator_3113","System error 5","failure"
"indicator_3114","Directory listing","success"
"indicator_3115","Files displayed","success"
"indicator_3116","Access successful","success"
"indicator_3117","Access is denied","failure"
"indicator_3118","Logon failure","failure"
"indicator_3119","Network path was not found","failure"
"indicator_3120","Filenames with matches","success"
"indicator_3121","Files containing pattern","success"
"indicator_3122","No files found","failure"
"indicator_3123","Access is denied","failure"
"indicator_3124","File not found","failure"
"indicator_3125","Plaintext password displayed","success"
"indicator_3126","Invalid cpassword","failure"
"indicator_3127","gpp-decrypt: command not found","failure"
"indicator_3128","ComputerName","success"
"indicator_3129","ShareName","success"
"indicator_3130","SharePath","success"
"indicator_3131","Find-DomainShare not recognized","failure"
"indicator_3132","No shares found","failure"
"indicator_3133","Users logged on locally","success"
"indicator_3134","Users logged on via resource shares","success"
"indicator_3135","Access denied","failure"
"indicator_3136","Network path not found","failure"
"indicator_3137","RPC server unavailable","failure"
"indicator_3138","cpassword=","success"
"indicator_3139","Groups.xml","success"
"indicator_3140","ScheduledTasks.xml","success"
"indicator_3141","File Not Found","failure"
"indicator_3142","Access denied","failure"
"indicator_3143","No matches","failure"
"indicator_3144","$keepass$*2*","success"
"indicator_3145","Database:$keepass$","success"
"indicator_3146","Error opening file","failure"
"indicator_3147","Not a valid KeePass file","failure"
"indicator_3148","$sshng$","success"
"indicator_3149","id_rsa:$sshng$","success"
"indicator_3150","Error: Not an encrypted key","failure"
"indicator_3151","Command not found","failure"
"indicator_3152","$zip2$","success"
"indicator_3153","encrypted.zip/","success"
"indicator_3154","Error: Not a ZIP file","failure"
"indicator_3155","No encrypted files found","failure"
"indicator_3156","$rar5$","success"
"indicator_3157","$rar3$","success"
"indicator_3158","$office$","success"
"indicator_3159","encrypted.docx:","success"
"indicator_3160","Possible Hashs:","success"
"indicator_3161","[+] MD5","success"
"indicator_3162","[+] NTLM","success"
"indicator_3163","[+] MD5","success"
"indicator_3164","Hashcat Mode: 0","success"
"indicator_3165","JtR Format: raw-md5","success"
"indicator_3166","$pdf$","success"
"indicator_3167","encrypted.pdf:","success"
"indicator_3168","32 hex character hash","success"
"indicator_3169","hash  -","success"
"indicator_3170","decoded plaintext output","success"
"indicator_3171","User accounts for \\","success"
"indicator_3172","The command completed successfully","success"
"indicator_3173","The request will be processed at a domain controller","failure"
"indicator_3174","System error 1355","failure"
"indicator_3175","Network path was not found","failure"
"indicator_3176","Access is denied","failure"
"indicator_3177","User name","success"
"indicator_3178","Full Name","success"
"indicator_3179","Local Group Memberships","success"
"indicator_3180","Global Group memberships","success"
"indicator_3181","The command completed successfully","success"
"indicator_3182","The user name could not be found","failure"
"indicator_3183","System error 1355","failure"
"indicator_3184","Access is denied","failure"
"indicator_3185","Group Accounts for \\","success"
"indicator_3186","*Domain Admins","success"
"indicator_3187","*Enterprise Admins","success"
"indicator_3188","The command completed successfully","success"
"indicator_3189","System error 1355","failure"
"indicator_3190","Access is denied","failure"
"indicator_3191","Network path was not found","failure"
"indicator_3192","Group name","success"
"indicator_3193","Comment","success"
"indicator_3194","Members","success"
"indicator_3195","The command completed successfully","success"
"indicator_3196","The group name could not be found","failure"
"indicator_3197","System error 1355","failure"
"indicator_3198","Access is denied","failure"
"indicator_3199","Minimum password length","success"
"indicator_3200","Maximum password age","success"
"indicator_3201","Lockout threshold","success"
"indicator_3202","Lockout duration","success"
"indicator_3203","The command completed successfully","success"
"indicator_3204","System error 1355","failure"
"indicator_3205","Access is denied","failure"
"indicator_3206","Registered ServicePrincipalNames for","success"
"indicator_3207","HTTP/","success"
"indicator_3208","MSSQLSvc/","success"
"indicator_3209","No such object","success"
"indicator_3210","No Such User Exists","failure"
"indicator_3211","Access Denied","failure"
"indicator_3212","CN=","success"
"indicator_3213","HTTP/","success"
"indicator_3214","MSSQLSvc/","success"
"indicator_3215","Existing SPN found!","success"
"indicator_3216","No such SPN found","failure"
"indicator_3217","Access Denied","failure"
"indicator_3218","""CN=","success"
"indicator_3219",",CN=Users,DC=","success"
"indicator_3220","Distinguished Name format","success"
"indicator_3221","dsquery is not recognized","failure"
"indicator_3222","Access Denied","failure"
