"id","flag","explanation"
"31568c065ff2e125","Get-Acl","PowerShell cmdlet to retrieve Access Control List (permissions) for registry key"
"50f39cfea94f4d8d","HKLM:\SYSTEM\CurrentControlSet\Services\LanmanServer\DefaultSecurity","Registry path where NetSessionEnum API permissions are configured. SrvsvcSessionInfo value under this key controls who can query SMB sessions."
"8ffe4199455ace76","Format-List","Display ACL in readable list format (vs table format)"
"a8b82d551e854c1b","-Name RemoteRegistry","Service name for Remote Registry (display name: 'Remote Registry', service name: 'RemoteRegistry')."
"59eb677db1917835","sc.exe","Service Control command-line utility (sc.exe vs sc alias in PowerShell - .exe forces Windows binary)"
"ee63dd63faeccb29","\\\\<TARGET>","UNC path prefix for remote service management"
"6419c60e9daac390","config RemoteRegistry start= auto","Change service startup type to Automatic (service starts at boot). Note: space after 'start=' is required."
"70faea2e0ac1af77","start RemoteRegistry","Immediately start the service (doesn't wait for reboot)"
"27570d758e59dd50","reg query","Windows registry query command-line utility"
"49909c58884f22ff","\\\\<TARGET>\\HKU","Remote registry path. HKU = HKEY_USERS hive (abbreviated form). Lists all loaded user profile registry hives."
"2ddc851c6ae9c154","--single","Single crack mode - Generates password candidates based on username and GECOS fields. Most effective when hash file contains usernames (user:hash format). JtR applies intelligent mutations to username (john → john1, john123, John, JOHN, nhoj, etc.). Very fast - try FIRST before wordlist attacks. Success rate ~5-15% for weak passwords."
"27fc020aa34d5c0b","--rules","Rules mode - Apply mutation rules from /etc/john/john.conf. Rules modify wordlist passwords (append, prepend, capitalize, etc.). Built-in rules: Wordlist (default), Extra, Jumbo, KoreLogic, All. Custom rules: Add [List.Rules:RuleName] section to john.conf. Rules dramatically increase coverage (password → Password1!, password123, etc.)."
"7793fb3fc59f4588","SSH format","John automatically detects SSH format from ssh2john output. Supports ALL SSH ciphers including aes-256-ctr (which Hashcat does NOT support). No --format flag needed for ssh2john output."
"a52649c9c1f2bdcf","KeePass format","John auto-detects KeePass format from keepass2john output. Supports KeePass 1.x and 2.x. CPU-based cracking often comparable to GPU for KeePass (slow algorithm by design)."
"10c4c4876372999a","--incremental","Incremental mode - Brute-force with character frequency analysis. NOT pure brute-force - uses statistical model based on common passwords. Tries likely character combinations first (e → a → o vs rare combos). Modes: ASCII (all printable), Alnum (alphanumeric), Digits (numbers only), LowerNum, UpperNum. Specify: --incremental=Digits. Very slow - use as last resort."
"bb407abf334cd930","--status","Status display - Show progress of current/last session. Information: Time running, Progress %, Passwords tested, Guesses (cracked), Current word, ETA. Use to monitor long-running attacks. Press any key during run to see status without --status flag."
"c11d27dc2a6a00f3","--restore","Restore session - Resume from last checkpoint. JtR auto-saves progress to ~/.john/john.rec. Restore after: Ctrl+C, crash, reboot. Continues from exact position. All parameters restored automatically (no need to specify wordlist, rules, etc.)."
"a9dca9289bcff64a","--list=formats","List formats - Display all supported hash types. Use grep to filter (john --list=formats | grep -i md5). Common prefixes: raw- (simple hashes), dynamic- (complex formats), crypt- (Unix crypt variants). Hundreds of formats supported."
"94ab6931845bb61d","Rule format","Rules must start with [List.Rules:RuleName] header, then one rule per line. Rule syntax: c=capitalize, $X=append X, ^X=prepend X, d=duplicate, r=reverse, etc. See /etc/john/john.conf for examples. Reference: john --list=rules"
"bb8f44e05fe9e162","Get-DomainSID","PowerView function that directly returns the Domain SID (S-1-5-21-XXXXXXXXXX-XXXXXXXXXX-XXXXXXXXXX) without the user RID appended. This is the CLEANEST method because it outputs ONLY the Domain SID - no parsing required. Internally, it queries the 'ObjectSID' attribute of the domain object in Active Directory via LDAP. Unlike whoami /user which requires manual RID removal, this returns the exact value needed for Mimikatz's '/sid:' parameter. Requires PowerView to be imported (Import-Module PowerView.ps1). Optional parameter: -Domain <domain.com> to query a different domain in a multi-domain forest. Time: <2 seconds after PowerView is loaded."
"9b1f054b2e6faefa","useraccount","WMI class representing user accounts (both local and domain). Queries Win32_UserAccount WMI class which enumerates all user accounts visible to the system. This includes local SAM accounts AND cached domain accounts. Each account entry includes Name, SID, Domain, AccountType, and other properties."
"9a0e932b1e8fe92a","get name,sid","Retrieves only the 'Name' and 'SID' properties from the useraccount class. This filters output to show just username and Security Identifier, making it easier to parse. Alternative: 'wmic useraccount list full' shows all properties but is verbose. The SID property displays the full SID including RID - you must manually remove the RID (last segment after final hyphen) to extract Domain SID."
"d41bc6e9f5524363","(&(objectCategory=group)(name=...))","LDAP filter: AND operator (&) requires BOTH conditions - object must be a group AND name must match"
"dd092fa5b0a1fed4",".Properties.member","The 'member' attribute contains Distinguished Names (DNs) of all direct group members"
"4d8662a697bc3cbf","(distinguishedName=...)","LDAP filter querying by exact DN - the unique identifier for an AD object"
"9aca1e458e257364",".objectclass","Array property containing object type hierarchy (e.g., ['top', 'person', 'user'] or ['top', 'group'])"
"66642fb9e5c912b7","-contains","PowerShell array operator - checks if 'group' or 'user' exists anywhere in the objectClass array"
"967dd9b450b4e27a","param([string]$GroupName, [int]$Depth = 0)","Function parameters - GroupName is required, Depth tracks recursion level (default 0 for top-level)"
"dead25fe2d41b1a0","$indent = ""  "" * $Depth","Creates indentation string (2 spaces × depth) for tree visualization"
"a02e9d26ffecae76","$script:AllUsers += $member","Script-scoped array - persists across recursive calls to collect all discovered users"
"8e1c44ddf2057ac4","Get-NestedGroupMember -GroupName $memberName -Depth ($Depth + 1)","Recursive call - increments depth and processes nested group"
"5bf4f113656d4950","$script:AllUsers[-1]","Array index -1 gets the LAST element - the final user added during nested group recursion"
"a1e01157d541f83f","$lastUser.Properties.PropertyNames","Collection of all AD attribute names for this user object"
"aa6ae638905b9d2c","foreach ($prop in ...)","Iterates through every single attribute to display complete user profile"
"095dd034e911bac7","whencreated","AD attribute containing account creation timestamp (UTC format)"
"5e69e0392359eb5f","Sort-Object Created","Sorts results by creation date - oldest first, newest last"
"285968206a83d9e5","[PSCustomObject]@{...}","Creates custom object with selected properties for clean output"
"5a95f53528ac29f6","Format-Table -AutoSize","Displays results in columnar format with automatic column width"
"f2b7e2e14d6e3a43","Format-List *","PowerShell cmdlet to display ALL properties in list format (one per line) - asterisk means all properties"
"9dc68cb6676c782e","$_.MemberObjectClass -eq ""user""","Filters to only user objects (exclude nested groups)"
"a8f29c649a8cd360","$_.MemberName -like ""*svc*""","PowerShell wildcard match - finds accounts with 'svc' anywhere in the name"
"9094699dbf96f54f","-and","Logical AND - both conditions must be true"
"447ed41d6745ae39","@('description','info',...)","PowerShell array literal - list of attribute names to check"
"79e19962ec950555","| ForEach-Object","Pipeline operator - runs code block for each attribute in array"
"e4bf2c30a830a6f2","$user.Properties[$_][0]","$_ = current attribute name, [0] gets first value (attributes can be multi-valued)"
"20a187fdc41df567","if ($value)","Only displays attributes that have values (skips empty attributes)"
"07b1969b9d5b5b19","-ErrorAction SilentlyContinue","Suppresses error if Get-NetGroupMember doesn't exist (PowerView not loaded)"
"c0cc617f3aeaf450","Select-Object -ExpandProperty ParameterSets","Gets all parameter sets for the command"
"2fa7a985e3cc25da","Where-Object { $_.Name -like ""*Group*"" -or $_.Name -like ""*Identity*"" }","Filters to show only relevant parameters"
"853a2b0087b18318","Upload Data button","GUI button in top-right corner (cloud icon with up arrow). Accepts ZIP files from SharpHound.exe, Invoke-BloodHound.ps1, or bloodhound-python. File formats: Single ZIP archive (preferred) or individual JSON files (computers.json, users.json, groups.json, sessions.json, trusts.json, containers.json, gpos.json, ous.json). WHY ZIP: Compressed format includes all JSONs + metadata. One-click upload vs selecting 8+ individual files."
"982436dc2e0f1c61","Data ingestion process","BloodHound parses JSON → Neo4j Cypher queries create graph nodes/relationships → Index for fast queries. NODES: User, Computer, Group, Domain, GPO, OU, Container. RELATIONSHIPS: AdminTo, MemberOf, HasSession, CanRDP, ExecuteDCOM, AllowedToDelegate, GetChanges, etc. TIME: Small domain (<500 users) = 10-30 seconds. Large domain (5000+ users) = 2-5 minutes."
"95a739bbe37bc16e","Database management","BloodHound stores data in Neo4j database at /usr/share/neo4j/data/databases/graph.db. CRITICAL: Data persists across BloodHound sessions - no need to re-upload unless collecting new data. To clear old data: Click 'Database Info' (gear icon) → 'Clear Database' → Confirm. WHY CLEAR: Old data from different domains causes confusion. EXAM TIP: Clear database before each exam machine to avoid cross-contamination."
"63f75ae154f84908","File location","SharpHound output default location (Windows): C:\Users\<USER>\<TIMESTAMP>_BloodHound.zip. bloodhound-python output (Kali): Current directory, named YYYYMMDDHHMMSS_bloodhound.zip. EXAM WORKFLOW: (1) Collect on Windows with SharpHound, (2) Download via Evil-WinRM: download <ZIP>, (3) Upload to BloodHound GUI on Kali."
"8ce5fbce38204457","Search and Mark Owned","Search bar (top-left) → type compromised username (pete@corp.com) → right-click node → 'Mark User as Owned'. WHY CRITICAL: Owned principals become starting points for 'Shortest Paths from Owned Principals' query. As you compromise more users, mark them owned to reveal NEW attack paths. Owned nodes display with skull icon."
"109241f5a3096647","Pre-built Queries","Left sidebar 'Analysis' tab contains 30+ queries. OSCP CRITICAL QUERIES: (1) 'Shortest Paths to Domain Admins from Owned Principals' - shows YOUR available paths, (2) 'Find all Domain Admins' - identifies targets, (3) 'Find Principals with DCSync Rights' - users who can replicate domain, (4) 'List all Kerberoastable Accounts' - service accounts with SPNs, (5) 'Shortest Paths to Unconstrained Delegation Systems' - high-value targets. Click query → graph displays → analyze nodes and edges."
"cb20fe862e2846d7","Graph Edge Types","Edges (arrows) show relationships/permissions. CRITICAL EDGES: (1) AdminTo - local admin on computer, (2) MemberOf - group membership, (3) HasSession - logged-on session, (4) GenericAll - full control over object, (5) WriteDacl - can modify permissions, (6) ForceChangePassword - can reset password, (7) GetChanges/GetChangesAll - DCSync rights. RIGHT-CLICK edge → 'Help' explains abuse method with commands."
"cf933cca1454d00e","Node Analysis","Click node → right panel shows properties. USER PROPERTIES: admincount (privileged), pwdlastset (password age), serviceprincipalname (Kerberoastable). COMPUTER PROPERTIES: operatingsystem, unconstraineddelegation (high-value). GROUP PROPERTIES: members, admincount. RIGHT-CLICK node → 'Shortest Paths to Here from Owned Principals' shows how to reach THIS target."
"8c964663d55fa8b2","Path Interpretation","Graph shows numbered nodes (1→2→3→DA). Each edge is a step requiring specific attack. EXAMPLE PATH: pete@corp.com --[MemberOf]--> MANAGEMENT@corp.com --[AdminTo]--> CLIENT75.corp.com --[HasSession]--> maria@corp.com --[MemberOf]--> Domain Admins. TRANSLATION: pete is member of MANAGEMENT group → MANAGEMENT has local admin on CLIENT75 → maria has logged-on session on CLIENT75 → maria is Domain Admin. ATTACK: Use pete → Evil-WinRM to CLIENT75 → mimikatz to dump maria → Pass-the-Hash as maria = Domain Admin."
"ce783170bf58cd47","Cypher query syntax","Cypher is Neo4j's graph query language (similar to SQL for graphs). BASIC SYNTAX: MATCH (pattern) WHERE (filter) RETURN (output). Example: MATCH (u:User) WHERE u.name =~ '(?i).*admin.*' RETURN u.name, u.description. COMPONENTS: MATCH = find pattern, (u:User) = node labeled User with alias 'u', WHERE = filter condition, RETURN = output fields. WHY USEFUL: Pre-built queries are limited - custom Cypher finds specific configurations."
"3c6b38f5ff913b90","Node labels","BloodHound uses 7 node types: User, Computer, Group, Domain, GPO (Group Policy), OU (Organizational Unit), Container. Query specific type: MATCH (c:Computer) RETURN c.name. Query all types: MATCH (n) RETURN labels(n), n.name. PROPERTIES: Each node type has specific properties. User: name, displayname, description, admincount, pwdlastset, serviceprincipalname. Computer: name, operatingsystem, enabled, unconstraineddelegation. Access: node.property (e.g., u.admincount)."
"312fd2b0aad13c08","Relationship types","Edges connect nodes and represent permissions/relationships. CRITICAL TYPES: MemberOf, AdminTo, HasSession, GenericAll, WriteDacl, ForceChangePassword, GetChanges, AllowedToDelegate. Query relationships: MATCH (u:User)-[r:MemberOf]->(g:Group) RETURN u.name, g.name. Variable-length paths: MATCH (u:User)-[r*1..3]->(c:Computer) finds paths 1-3 hops long. Wildcard: MATCH (u)-[r]->(n) finds ANY relationship type."
"e09d440c021dd4a6","WHERE filters","Filter nodes/relationships. OPERATORS: = (equals), <> (not equals), =~ (regex), < > <= >= (comparison), AND OR NOT (logic). EXAMPLES: WHERE u.enabled = true (active users only), WHERE u.pwdlastset < 1577836800 (passwords older than 2020), WHERE u.description =~ '(?i).*(password|pass|pwd).*' (descriptions containing password - case insensitive), WHERE u.admincount = true (privileged users)."
"6d4865c669d40575","RETURN and LIMIT","RETURN specifies output fields. Single field: RETURN u.name. Multiple: RETURN u.name, u.description, u.admincount. All properties: RETURN u. Count: RETURN count(u). LIMIT restricts results: LIMIT 25 (first 25 results). ORDER BY sorts: RETURN u.name ORDER BY u.pwdlastset DESC (oldest passwords first). Aggregation: RETURN g.name, count(u) (count users per group)."
"d7df0cdbbf36ab15","-u / --username","Domain username for authentication. Supports formats: 'username' (uses -d domain), 'username@domain.com' (explicit domain), 'DOMAIN\username' (NetBIOS). WHY REQUIRED: AD requires authentication for most queries. Anonymous LDAP rarely enabled. OSCP TIP: Use any compromised domain user - even low-privilege accounts can enumerate AD."
"b2d08cae1af3fe6e","-p / --password","Password for the specified user. Use quotes if password contains special characters: -p 'P@$$w0rd!'. WHY PLAINTEXT: Bloodhound-python uses password to authenticate via NTLM or request Kerberos TGT. ALTERNATIVE: Use --hashes for pass-the-hash or -k for Kerberos ccache."
"2f50b406f097fcc4","-d / --domain","Active Directory domain name (FQDN like corp.com). WHY REQUIRED: Identifies target AD environment. Used for DNS lookups, LDAP base DN calculation, and Kerberos realm. TROUBLESHOOTING: If DNS fails, use -ns to specify DC as nameserver."
"d9e3b2bf2a94d8b3","-ns / --nameserver","Alternative DNS server for domain queries (typically the DC IP). WHY CRITICAL: Bloodhound-python resolves DC hostname via DNS. Kali's default DNS likely can't resolve internal AD names. Solution: Use DC IP as nameserver. EXAMPLE: -ns 192.168.50.70 tells bloodhound-python to query DC for DNS resolution."
"b6723973026b80fb","-c / --collectionmethod","Specify which data to collect. 'All' collects: Group (memberships), LocalAdmin (local admin rights), Session (logged-on sessions), Trusts (domain trusts), DCOM, RDP, PSRemote, Container, ObjectProps, ACL. EXCLUDES: LoggedOn (requires local admin). WHY ALL: Comprehensive data enables BloodHound to find all possible attack paths. Use 'DCOnly' for stealth."
"64551258af1c554a","--zip","Compress output JSON files into single ZIP archive. WHY USE: BloodHound GUI accepts ZIP directly - one-click upload vs selecting 8+ JSON files. Creates timestamped file: YYYYMMDDHHMMSS_bloodhound.zip. OSCP TIP: Always use --zip for cleaner workflow."
"c05f3b797980fbe9","-c DCOnly","Collect only from Domain Controller via LDAP. COLLECTS: Group memberships, Trusts, ACLs, ObjectProps, Container. SKIPS: LocalAdmin, Session, DCOM, RDP, PSRemote (all require SMB to member computers). WHY USE: (1) Stealthier - no SMB connections to workstations, (2) Faster - fewer network connections, (3) Works when SMB blocked to clients. TRADEOFF: Missing session and local admin data reduces attack path discovery."
"f11ef27de993f21e","--exclude-dcs","Optional flag to skip Domain Controllers during computer enumeration. WHY USE: DCs often have additional monitoring. Reduces noise. Use with -c All when you want computer enumeration but want to avoid DC connections."
"4ff1cb1788fbcefe","--hashes","NTLM hash in LM:NT format. LM hash is legacy (pre-Vista), usually empty (aad3b435b51404eeaad3b435b51404ee). NT hash is the actual password hash. FORMAT: 'aad3b435b51404eeaad3b435b51404ee:a87f3a337d73085c45f9416be5787d86'. WHY USE: Pass-the-Hash when you have hash but not plaintext password. Common after mimikatz dump, SAM extraction, or NTDS.dit extraction. OSCP CRITICAL: Master PTH - many exam scenarios give hashes, not passwords."
"915a554bfbc0c76b","--auth-method ntlm","Optional: Force NTLM authentication (skip Kerberos). Use if Kerberos auth fails with hashes. Default is 'auto' which tries Kerberos first, falls back to NTLM."
"3f71c747d735ebee","-k / --kerberos","Use Kerberos ccache file for authentication. Reads from KRB5CCNAME environment variable or default location (/tmp/krb5cc_*). WHY USE: (1) After obtaining ticket via impacket-getTGT, (2) After extracting ticket from compromised system, (3) Pass-the-Ticket attacks. Requires valid TGT in ccache."
"ec0f2de35365dc68","KRB5CCNAME","Environment variable specifying ccache file path. Set before running: export KRB5CCNAME=/path/to/ticket.ccache. If not set, bloodhound-python checks default locations."
"7e353c524d5d2f22","Group","Collect group memberships. LDAP query for all groups and their members. Enables 'MemberOf' edges in BloodHound. REQUIRED for group-based privilege escalation paths. STEALTH: Low (normal LDAP)."
"a99b654e4b78da58","LocalAdmin","Enumerate local administrators on computers via SMB. Creates 'AdminTo' edges. REQUIRED for lateral movement paths. STEALTH: Medium (SMB connections to each computer). TIME: Slow on large domains."
"a83bdc3d20db160d","Session","Enumerate logged-on sessions via NetSessionEnum SMB call. Creates 'HasSession' edges. CRITICAL for credential theft paths (users with sessions have creds in memory). STEALTH: Medium. LIMITATION: Less complete than SharpHound."
"752a8eac386b7542","Trusts","Enumerate domain trusts. Creates trust edges between domains. REQUIRED for multi-domain environments. STEALTH: Low (LDAP query). TIME: Fast."
"d9054623b111ca87","ACL","Collect Access Control Lists on AD objects. Creates permission edges (GenericAll, WriteDacl, ForceChangePassword). CRITICAL for ACL abuse paths. STEALTH: Low (LDAP). TIME: Medium (many objects)."
"16be579f2536681a","ObjectProps","Collect object properties (admincount, SPN, delegation settings, password age). Enables filtering by properties. REQUIRED for Kerberoasting (needs SPN) and AS-REP roasting (needs DONT_REQ_PREAUTH). STEALTH: Low."
"8c005c5594727f0e","Container","Collect GPOs, OUs, and Containers. Shows GPO links and OU structure. Useful for GPO abuse paths. STEALTH: Low. TIME: Fast."
"f57d7906b37c3c8c","DCOM","Enumerate Distributed COM permissions. Creates 'ExecuteDCOM' edges. Lateral movement via DCOM. STEALTH: Medium. TIME: Slow."
"638a85b8df03407b","RDP","Enumerate Remote Desktop Users. Creates 'CanRDP' edges. STEALTH: Medium. TIME: Slow."
"29263e4c67bb9b48","PSRemote","Enumerate PowerShell Remoting permissions. Creates 'CanPSRemote' edges. STEALTH: Medium. TIME: Slow."
"22d1e7e3925bc151","LoggedOn","Privileged session enumeration via remote registry. REQUIRES local admin on target computers. More accurate than Session but noisier. Default: EXCLUDED from 'All'."
"b28f8232c55f422d","--use-ldaps","Use LDAP over TLS (port 636) instead of plain LDAP (389). WHY NEEDED: (1) LDAP signing required (Group Policy 'Domain controller: LDAP server signing requirements'), (2) LDAP channel binding enforced (modern Windows security), (3) Network inspection blocks plain LDAP. OSCP NOTE: Most exam environments allow plain LDAP, but LDAPS may be required in hardened scenarios."
"29afef03cd38373e","--ldap-channel-binding","Enable LDAP channel binding. Automatically enables LDAPS. WHY NEEDED: Windows security feature binding TLS channel to LDAP bind. If you see 'data 80090346' errors, this is channel binding rejection. Use this flag to comply."
"1b9c8522e6989106","--computerfile","Path to file containing computer FQDNs (one per line). Only these computers will be queried for Session, LocalAdmin, DCOM, RDP, PSRemote methods. FILE FORMAT: dc01.corp.com\nclient01.corp.com\nserver02.corp.com. WHY USE: (1) Large domains with 1000+ computers - full enum takes forever, (2) Target specific high-value systems, (3) Reduce network noise, (4) Scope limited engagement."
"6f979b55fe55ee04","-w / --workers","Number of parallel worker threads for computer enumeration (default: 10). Increase for faster collection: -w 20. Decrease if causing network issues: -w 5. Each worker queries one computer at a time."
"9bfd135add8f48d1","-op / --outputprefix","Prepend string to output filenames. DEFAULT OUTPUT: YYYYMMDDHHMMSS_bloodhound.zip. WITH PREFIX: <PREFIX>_YYYYMMDDHHMMSS_bloodhound.zip. WHY USE: (1) Organize multi-domain collections, (2) Track exam machine outputs, (3) Prevent accidental overwrites."
"39093eae885938a1","file,<WORDLIST>","Specifies file-based payload source. Reads one payload per line from wordlist. Supports absolute/relative paths"
"663101a66f911413","-z file,<WORDLIST>","Payload source - loads passwords from wordlist file"
"743806426d5d138d","-p1-65535","Port range to scan (all TCP ports). Can specify specific ports: -p80,443,8080 or ranges: -p1-1000"
"16be13ee5876829f","--router-ip","Gateway router IP for packet routing. Required for VPN connections. Find with 'ip route show' or 'route -n'"
"8efc897ec7a722f9","-m 22921","Hash mode for Kerberos 5 AS-REP AES256-CBC (specific cipher mode)"
"ce8f5d43f8d832f7","-a 0","Attack mode 0 (straight/dictionary attack)"
"666a394b4725b24f","charset**length","Exponential calculation - Each position has 'charset' possibilities. 8-char password with 62 chars = 62^8 = 218 trillion combinations. Formula: keyspace = charset_size ^ password_length. Example charsets: lowercase (26), upper+lower (52), alphanumeric (62), +special chars (95). Keyspace grows exponentially with length - 8 chars = 218T, 9 chars = 13.5 quadrillion (62x larger)."
"89fedec335f78058","python3 -c","Execute Python one-liner - Useful for complex calculations in terminal. Alternative: Use calculator, Excel, or dedicated keyspace tools. Math: Lower charset + longer password often EASIER than higher charset + shorter password (8-char alphanumeric vs 6-char full ASCII)."
"d3eeb9a2b1544caa","keyspace/hash_rate","Time calculation - Divide total combinations by processing speed. Result = seconds to test every combination. On average, crack at 50% (but plan for 100% worst case). Example: 218T combinations ÷ 1B H/s = 218,340 seconds = 60 hours. Formula assumes: 1) No duplicate tests, 2) Constant hash rate, 3) 100% GPU utilization."
"eed3f77eb07c36d9","seconds/3600","Convert to hours - Seconds ÷ 3600 = hours. Hours ÷ 24 = days. Provides intuitive time estimate. Example: 218,340 seconds = 60.6 hours = 2.5 days. OSCP context: >4 hours = Not viable during exam. >1 day = Offline-only (post-exam analysis)."
"bdbce1118e43e06e","Decision Tree","Attack progression - Start FAST (straight wordlist), escalate to SMART (rules), end with SLOW (brute-force). Order by: Time efficiency + Success probability. Don't skip straight wordlist - 10-15% success rate in 1-5 minutes. Each mode targets different password creation patterns: Dictionary = human-chosen words, Rules = human variations, Mask = known policy, Brute-force = random/unknown."
"dfa96efbade806be","wc -l","Count wordlist lines - Each line = one base password. rockyou.txt = 14,344,391 words. Smaller lists: common-passwords.txt (10k-100k), company-specific (100-1000 words). Line count × rule count = total candidates tested."
"ff6823db5317e870","lines * rules","Multiplication factor - Each rule multiplies wordlist size. 14M words × 64 rules = 896M candidates. Larger rulesets: rockyou-30000.rule (14M × 30,000 = 420 BILLION candidates). Trade-off: More rules = more coverage + more time."
"564216849aa4ed81","-m <MODE>","Hash type - Different algorithms have vastly different speeds. Fast hashes (MD5, NTLM): Billions H/s. Slow hashes (bcrypt, scrypt, Argon2): Hundreds/thousands H/s. Benchmark ACTUAL target hash type (don't estimate from MD5 if cracking bcrypt)."
"190add72d9bcf7fc","grep -A3","Filter output - Benchmark shows ALL hash types by default (100+ lines). -A3 shows 3 lines AFTER match. Shows: Hash type name, Speed, Time. Alternative: Redirect full output: hashcat -b > benchmark.txt"
"e4ea04a4eda35b66","--session","Session name - Allows pause/resume. Hashcat saves progress automatically. Resume: hashcat --session=<NAME> --restore. View status: hashcat --session=<NAME> --status. Checkpoint file: <SESSION_NAME>.restore (don't delete during run). Essential for: Long attacks, exam scenarios (need to pivot to other tasks), power outages."
"41dce807ff947074","--outfile-format","Output format - Controls output file format. 2 = plain password only (no hash). Formats: 1=hash:password, 2=password, 3=hash, 4=hex_plain, 5=hex_plain:password. Use 2 for clean password list (ready for spraying, SSH login, etc.)."
"b8bbc25d51cd0e17","watch -n 5","Refresh every 5 seconds - The watch command reruns command at interval. -n 5 = update every 5 seconds. Provides real-time dashboard of crack progress. Alternative intervals: -n 1 (faster updates, more CPU), -n 60 (slower, less intrusive). Ctrl+C to exit watch."
"c38659dfe0158cc9","grep -E 'Progress|Speed|Recovered|Time'","Filter key metrics - Status output verbose (20+ lines). Grep extracts important lines only. Metrics: Progress (% complete, X/Y candidates tested), Speed (current H/s), Recovered (cracked/total), Time.Estimated (ETA)."
"a594473c5c578e4b","-w 3","Workload profile - Controls GPU utilization. Levels: 1=Low (desktop usable), 2=Default (balanced), 3=High (GPU maxed, desktop laggy), 4=Nightmare (100% GPU, system unusable). Use -w 3 for: Dedicated cracking (no GUI needed), overnight sessions, maximum speed. Use -w 1/2 for: Working while cracking, GPU shared with display."
"f69639564852d3b9","--force","Force execution despite warnings - Bypass driver/hardware warnings. Use when: Running in VM, Non-standard GPU, OpenCL errors. CAUTION: May cause crashes/instability. Only use if: Default run shows warnings but you understand risks."
"ea12e22ea2d422cf","$[0-9]","Append character - The $ operator appends the following character to the end of the word. [0-9] is character class notation - creates 10 rules (one for each digit). Password → Password0, Password1, ... Password9. Common pattern: users add single digit to comply with password policies."
"ca348e307a3127af","^","Prepend character - The ^ operator prepends characters to the START of the word. Applied RIGHT-TO-LEFT: ^4 ^2 ^0 ^2 reads as ^4 first (adds 4 to start), then ^2 (adds 2 before 4), etc. Final result: 2024password. Common in corporate environments (current year prefix for password rotation)."
"2999b161cd8eafb4","c","Capitalize first letter - Lowercase first letter becomes uppercase. password → Password. Extremely common - many policies require uppercase letter. Users typically capitalize ONLY first letter (path of least resistance)."
"b2ac21d7fd51e518","$!","Append exclamation mark - Special character requirement often satisfied by appending ! to existing password. Combines with c to create: password → Password! (satisfies: uppercase + special char requirements)."
"bb49b0d339494cf6","s","Substitute character - Format: sXY (replace all X with Y). sa@ = replace 'a' with '@', se3 = replace 'e' with '3', si1 = replace 'i' with '1', so0 = replace 'o' with '0', ss$ = replace 's' with '$'. Common leet speak: a→@/4, e→3, i→1/!, o→0, s→$/5, t→7, l→1. Multiple rules in same file = John/Hashcat try each separately."
"5df090479481eb99","echo -e","Enable escape sequences - The -e flag allows \n (newline) to create multiple rules in one command. Each line = separate rule. Alternative: Create file manually with text editor, one rule per line."
"c7fc036ccc67f400","d","Duplicate word - Appends entire word to itself. password → passwordpassword. Surprisingly common for length requirements. Users need 16+ char password, pick 8-char word, double it. Satisfies length without memorizing complex string. Also common: password123password123, welcome1welcome1."
"1377daed8282b97a","--stdout","Standard output mode - Print mutated passwords to terminal instead of cracking. CRITICAL for testing - verify rules work as expected BEFORE running hours-long crack session. Shows exactly what passwords will be tested."
"e0d3fdf328fad690","-r /usr/share/hashcat/rules/best64.rule","Best64 ruleset - 64 PROVEN rules covering most common password mutations. Includes: capitalize, append digits, append special chars, leet speak, combinations. Developed from real-world password analysis. EXCELLENT first rule attack - fast (only 64 rules) + high success rate. Alternative location: /opt/hashcat/rules/best64.rule"
"291e71063316e3d5","-r /usr/share/hashcat/rules/rockyou-30000.rule","RockYou-30000 ruleset - 30,000 rules generated from analysis of RockYou breach (32M real passwords). HIGHLY effective but SLOW. Covers: complex substitutions, multi-character appends, case variations, insertions. Use when best64 fails and you have time. Generates: rockyou.txt (14M) * 30,000 rules = 420 BILLION candidates (hours/days depending on hash type)."
"6c7be10ddd5e4ea2","-r /usr/share/hashcat/rules/dive.rule","Dive ruleset - Most comprehensive built-in ruleset (100,000+ rules). Covers virtually every common mutation pattern. EXTREMELY slow (generates trillions of candidates). Use as LAST resort when all other attacks fail. Typically used with SMALL targeted wordlists (company name, usernames, known phrases) - NOT rockyou.txt."
"580adbf971b96877","[List.Rules:Custom]","Rule section header - Defines new rule set named 'Custom'. Use with: john --rules=Custom. Can create multiple sections with different names: [List.Rules:YearAppend], [List.Rules:CompanyPolicy], etc. Stored in ~/.john/john.conf (user-specific) or /etc/john/john.conf (system-wide)."
"4267972fc7de8f98","echo -e '...' >> ~/.john/john.conf","Append to config - The >> operator APPENDS to file (doesn't overwrite). -e enables escape sequences (\n = newline). Alternative: Edit ~/.john/john.conf directly with text editor. Format: [Section header] followed by rules (one per line)."
"29076634e4af0bbc","c $<YEAR> $!","Multi-mutation rule - Combines 3 operations: 1) c (capitalize first letter), 2) $<YEAR> (append year digits - $2 $0 $2 $4), 3) $! (append exclamation). Transforms: password → Password2024!. Satisfies common policy: uppercase + digit + special char. Pattern extremely common in corporate environments."
"9bf68ece1ab1dd5a","Multiple variations","Same base rule with different special chars (!@#) - Users pick one special char, typically from keyboard top row. Testing all three covers 90% of special char choices. Order by frequency: ! (most common), @ (second), # (third)."
