"id","pattern","indicator_type"
"indicator_2688","Access Denied","failure"
"indicator_2689","Windows","success"
"indicator_2690","operatingsystem","success"
"indicator_2691","dnshostname","success"
"indicator_2692","Computer hostnames","success"
"indicator_2693","Exception","failure"
"indicator_2694","No results","failure"
"indicator_2695","Access Denied","failure"
"indicator_2696","Function created successfully","success"
"indicator_2697","Import-Module completes","success"
"indicator_2698","LDAPSearch command available","success"
"indicator_2699","Syntax error","failure"
"indicator_2700","Function not recognized","failure"
"indicator_2701","Properties","success"
"indicator_2702","samaccountname","success"
"indicator_2703","distinguishedname","success"
"indicator_2704","Function not defined","failure"
"indicator_2705","Access denied","failure"
"indicator_2706","Cannot contact domain","failure"
"indicator_2707","dnshostname","success"
"indicator_2708","operatingsystem","success"
"indicator_2709","Function not defined","failure"
"indicator_2710","cn","success"
"indicator_2711","member","success"
"indicator_2712","Function not defined","failure"
"indicator_2713","serviceprincipalname","success"
"indicator_2714","samaccountname","success"
"indicator_2715","Function not defined","failure"
"indicator_2716","No results","failure"
"indicator_2717","adminCount","success"
"indicator_2718","samaccountname","success"
"indicator_2719","Function not defined","failure"
"indicator_2720","CName","success"
"indicator_2721","UserName","success"
"indicator_2722","Time","success"
"indicator_2723","Session information displayed","success"
"indicator_2724","Access is denied","failure"
"indicator_2725","RPC server unavailable","failure"
"indicator_2726","No sessions found","failure"
"indicator_2727","UserName","success"
"indicator_2728","LogonDomain","success"
"indicator_2729","Logged-on users displayed","success"
"indicator_2730","Access Denied","failure"
"indicator_2731","RPC server unavailable","failure"
"indicator_2732","Remote Registry service not running","failure"
"indicator_2733","Computer names where you have admin access","success"
"indicator_2734","List of accessible systems","success"
"indicator_2735","No systems found","failure"
"indicator_2736","Module not imported","failure"
"indicator_2737","Timeout errors","failure"
"indicator_2738","Name","success"
"indicator_2739","Type","success"
"indicator_2740","Remark","success"
"indicator_2741","ComputerName","success"
"indicator_2742","Share names listed","success"
"indicator_2743","Module not imported","failure"
"indicator_2744","No shares found","failure"
"indicator_2745","Access Denied","failure"
"indicator_2746","Name","success"
"indicator_2747","ComputerName","success"
"indicator_2748","Accessible shares listed","success"
"indicator_2749","No accessible shares","failure"
"indicator_2750","Module not imported","failure"
"indicator_2751","Users logged on locally","success"
"indicator_2752","Users logged on via resource shares","success"
"indicator_2753","Usernames displayed","success"
"indicator_2754","Unable to query","failure"
"indicator_2755","Access Denied","failure"
"indicator_2756","No one is logged on","failure"
"indicator_2757","Share name","success"
"indicator_2758","Type","success"
"indicator_2759","Used as","success"
"indicator_2760","Comment","success"
"indicator_2761","Shares listed","success"
"indicator_2762","Access is denied","failure"
"indicator_2763","Network path was not found","failure"
"indicator_2764","System error 5","failure"
"indicator_2765","Directory listing","success"
"indicator_2766","Files displayed","success"
"indicator_2767","Access successful","success"
"indicator_2768","Access is denied","failure"
"indicator_2769","Logon failure","failure"
"indicator_2770","Network path was not found","failure"
"indicator_2771","Filenames with matches","success"
"indicator_2772","Files containing pattern","success"
"indicator_2773","No files found","failure"
"indicator_2774","Access is denied","failure"
"indicator_2775","File not found","failure"
"indicator_2776","Plaintext password displayed","success"
"indicator_2777","Invalid cpassword","failure"
"indicator_2778","gpp-decrypt: command not found","failure"
"indicator_2779","ComputerName","success"
"indicator_2780","ShareName","success"
"indicator_2781","SharePath","success"
"indicator_2782","Find-DomainShare not recognized","failure"
"indicator_2783","No shares found","failure"
"indicator_2784","Users logged on locally","success"
"indicator_2785","Users logged on via resource shares","success"
"indicator_2786","Access denied","failure"
"indicator_2787","Network path not found","failure"
"indicator_2788","RPC server unavailable","failure"
"indicator_2789","cpassword=","success"
"indicator_2790","Groups.xml","success"
"indicator_2791","ScheduledTasks.xml","success"
"indicator_2792","File Not Found","failure"
"indicator_2793","Access denied","failure"
"indicator_2794","No matches","failure"
"indicator_2795","$keepass$*2*","success"
"indicator_2796","Database:$keepass$","success"
"indicator_2797","Error opening file","failure"
"indicator_2798","Not a valid KeePass file","failure"
"indicator_2799","$sshng$","success"
"indicator_2800","id_rsa:$sshng$","success"
"indicator_2801","Error: Not an encrypted key","failure"
"indicator_2802","Command not found","failure"
"indicator_2803","$zip2$","success"
"indicator_2804","encrypted.zip/","success"
"indicator_2805","Error: Not a ZIP file","failure"
"indicator_2806","No encrypted files found","failure"
"indicator_2807","$rar5$","success"
"indicator_2808","$rar3$","success"
"indicator_2809","$office$","success"
"indicator_2810","encrypted.docx:","success"
"indicator_2811","Possible Hashs:","success"
"indicator_2812","[+] MD5","success"
"indicator_2813","[+] NTLM","success"
"indicator_2814","[+] MD5","success"
"indicator_2815","Hashcat Mode: 0","success"
"indicator_2816","JtR Format: raw-md5","success"
"indicator_2817","$pdf$","success"
"indicator_2818","encrypted.pdf:","success"
"indicator_2819","32 hex character hash","success"
"indicator_2820","hash  -","success"
"indicator_2821","decoded plaintext output","success"
"indicator_2822","User accounts for \\","success"
"indicator_2823","The command completed successfully","success"
"indicator_2824","The request will be processed at a domain controller","failure"
"indicator_2825","System error 1355","failure"
"indicator_2826","Network path was not found","failure"
"indicator_2827","Access is denied","failure"
"indicator_2828","User name","success"
"indicator_2829","Full Name","success"
"indicator_2830","Local Group Memberships","success"
"indicator_2831","Global Group memberships","success"
"indicator_2832","The command completed successfully","success"
"indicator_2833","The user name could not be found","failure"
"indicator_2834","System error 1355","failure"
"indicator_2835","Access is denied","failure"
"indicator_2836","Group Accounts for \\","success"
"indicator_2837","*Domain Admins","success"
"indicator_2838","*Enterprise Admins","success"
"indicator_2839","The command completed successfully","success"
"indicator_2840","System error 1355","failure"
"indicator_2841","Access is denied","failure"
"indicator_2842","Network path was not found","failure"
"indicator_2843","Group name","success"
"indicator_2844","Comment","success"
"indicator_2845","Members","success"
"indicator_2846","The command completed successfully","success"
"indicator_2847","The group name could not be found","failure"
"indicator_2848","System error 1355","failure"
"indicator_2849","Access is denied","failure"
"indicator_2850","Minimum password length","success"
"indicator_2851","Maximum password age","success"
"indicator_2852","Lockout threshold","success"
"indicator_2853","Lockout duration","success"
"indicator_2854","The command completed successfully","success"
"indicator_2855","System error 1355","failure"
"indicator_2856","Access is denied","failure"
"indicator_2857","Registered ServicePrincipalNames for","success"
"indicator_2858","HTTP/","success"
"indicator_2859","MSSQLSvc/","success"
"indicator_2860","No such object","success"
"indicator_2861","No Such User Exists","failure"
"indicator_2862","Access Denied","failure"
"indicator_2863","CN=","success"
"indicator_2864","HTTP/","success"
"indicator_2865","MSSQLSvc/","success"
"indicator_2866","Existing SPN found!","success"
"indicator_2867","No such SPN found","failure"
"indicator_2868","Access Denied","failure"
"indicator_2869","""CN=","success"
"indicator_2870",",CN=Users,DC=","success"
"indicator_2871","Distinguished Name format","success"
"indicator_2872","dsquery is not recognized","failure"
"indicator_2873","Access Denied","failure"
"indicator_2874","Failed to connect to domain","failure"
"indicator_2875","""CN=","success"
"indicator_2876",",CN=Computers,DC=","success"
"indicator_2877",",OU=Domain Controllers,DC=","success"
"indicator_2878","Distinguished Name format","success"
"indicator_2879","dsquery is not recognized","failure"
"indicator_2880","Access Denied","failure"
"indicator_2881","Failed to connect to domain","failure"
"indicator_2882","""CN=","success"
"indicator_2883",",CN=Users,DC=","success"
"indicator_2884","CN=Domain Admins","success"
"indicator_2885","Distinguished Name format","success"
"indicator_2886","dsquery is not recognized","failure"
"indicator_2887","Access Denied","failure"
"indicator_2888","Group name","success"
"indicator_2889","Members","success"
"indicator_2890","The command completed successfully","success"
"indicator_2891","System error 1355","failure"
"indicator_2892","Group name could not be found","failure"
"indicator_2893","Access is denied","failure"
"indicator_2894","Group name","success"
"indicator_2895","Members","success"
"indicator_2896","System error","failure"
"indicator_2897","Access denied","failure"
"indicator_2898","PDC","success"
"indicator_2899","List of DCs","success"
"indicator_2900","Cannot find domain","failure"
"indicator_2901","Access denied","failure"
"indicator_2902","CN=","success"
"indicator_2903","servicePrincipalName","success"
"indicator_2904","No SPNs found","failure"
"indicator_2905","Access denied","failure"
"indicator_2906","RPC server unavailable","failure"
"indicator_2907","CN=","success"
"indicator_2908","OU=","success"
"indicator_2909","DC=","success"
"indicator_2910","dsquery is not recognized","failure"
"indicator_2911","Access denied","failure"
"indicator_2912","CN=","success"
"indicator_2913","OU=","success"
"indicator_2914","dsquery is not recognized","failure"
"indicator_2915","CN=","success"
"indicator_2916","members","success"
"indicator_2917","dsquery is not recognized","failure"
"indicator_2918","No members found","failure"
"indicator_2919","CN=","success"
"indicator_2920","Sites","success"
"indicator_2921","dsquery is not recognized","failure"
"indicator_2922","ObjectDN","success"
"indicator_2923","ActiveDirectoryRights","success"
"indicator_2924","SecurityIdentifier","success"
"indicator_2925","ACE entries displayed","success"
"indicator_2926","Module not imported","failure"
"indicator_2927","Object not found","failure"
"indicator_2928","SecurityIdentifier","success"
"indicator_2929","GenericAll","success"
"indicator_2930","SIDs with full control listed","success"
"indicator_2931","No matching ACEs","failure"
"indicator_2932","Module not imported","failure"
"indicator_2933","DOMAIN\username","success"
"indicator_2934","Resolved name displayed","success"
"indicator_2935","Module not imported","failure"
"indicator_2936","SID not found","failure"
"indicator_2937","SecurityIdentifier","success"
"indicator_2938","WriteDacl","success"
"indicator_2939","SIDs with DACL write access","success"
"indicator_2940","No matching ACEs","failure"
"indicator_2941","Module not imported","failure"
"indicator_2942","SecurityIdentifier","success"
"indicator_2943","User-Force-Change-Password","success"
"indicator_2944","SIDs with password reset rights","success"
"indicator_2945","No matching ACEs","failure"
"indicator_2946","Module not imported","failure"
"indicator_2947","SecurityIdentifier","success"
"indicator_2948","WriteOwner","success"
"indicator_2949","SIDs with ownership change rights","success"
"indicator_2950","No matching ACEs","failure"
"indicator_2951","Module not imported","failure"
"indicator_2952","IdentityReferenceName","success"
"indicator_2953","ObjectDN","success"
"indicator_2954","ActiveDirectoryRights","success"
"indicator_2955","Permissions found","success"
"indicator_2956","No interesting ACLs found","failure"
"indicator_2957","Module not imported","failure"
"indicator_2958","Path","success"
"indicator_2959","IdentityReference","success"
"indicator_2960","FileSystemRights","success"
"indicator_2961","Share permissions displayed","success"
"indicator_2962","Access Denied","failure"
"indicator_2963","Path not found","failure"
"indicator_2964","Module not imported","failure"
"indicator_2965","SecurityIdentifier","success"
"indicator_2966","ActiveDirectoryRights","success"
"indicator_2967","Get-ObjectAcl not recognized","failure"
"indicator_2968","Object not found","failure"
"indicator_2969","SecurityIdentifier","success"
"indicator_2970","ActiveDirectoryRights","success"
"indicator_2971","Get-ObjectAcl not recognized","failure"
"indicator_2972","Group not found","failure"
"indicator_2973","dnshostname: Fully qualified domain name","success"
"indicator_2974","operatingsystem: Windows Server 2019, Windows 10 Enterprise, etc.","success"
"indicator_2975","operatingsystemversion: 10.0 (build_number) format","success"
"indicator_2976","Module not imported","failure"
"indicator_2977","Access Denied","failure"
"indicator_2978","No computers returned","failure"
"indicator_2979","operatingsystem field empty (stale AD objects)","failure"
"indicator_2980","List of legacy systems only","success"
"indicator_2981","No Windows Server 2019+ or Windows 11 in results","success"
"indicator_2982","Systems with build numbers < 16299 (workstations) or < 17763 (servers)","success"
"indicator_2983","Empty result (no legacy systems in domain)","failure"
"indicator_2984","Module not imported","failure"
"indicator_2985","Syntax error in Where-Object filter","failure"
"indicator_2986","Access control list displayed","success"
"indicator_2987","Owner: NT AUTHORITY\SYSTEM","success"
"indicator_2988","Access rules show BUILTIN\Administrators (FullControl) and Authenticated Users (Read) - vulnerable","success"
"indicator_2989","Access rules show ONLY BUILTIN\Administrators and SYSTEM - restricted (modern Windows)","success"
"indicator_2990","Access denied (must be local admin to read DefaultSecurity key ACL)","failure"
"indicator_2991","Key not found (unusual - should exist on all Windows)","failure"
"indicator_2992","PowerShell version too old (use regedit.exe /m for manual check)","failure"
"indicator_2993","Status: Running - service active, can use Remote Registry enumeration","success"
"indicator_2994","Status: Stopped, StartType: Manual - service can be started on-demand if you have admin access","success"
"indicator_2995","Status: Stopped, StartType: Disabled - service explicitly disabled, harder to use","success"
"indicator_2996","Access denied (need local admin or remote service query permissions)","failure"
"indicator_2997","RPC server unavailable (firewall blocking, target offline)","failure"
"indicator_2998","Service not found (unusual - should exist on all Windows)","failure"
"indicator_2999","[SC] ChangeServiceConfig SUCCESS","success"
"indicator_3000","[SC] StartService SUCCESS","success"
"indicator_3001","Service transitions from Stopped to Running","success"
"indicator_3002","Access is denied (need local admin)","failure"
"indicator_3003","The RPC server is unavailable (firewall or target offline)","failure"
"indicator_3004","The service cannot be started (dependency failure or corruption)","failure"
"indicator_3005","List of SIDs displayed (S-1-5-21-... format)","success"
"indicator_3006","Each SID represents a loaded user profile = logged-on user","success"
"indicator_3007","S-1-5-18 = SYSTEM (always present), S-1-5-19 = LOCAL SERVICE, S-1-5-20 = NETWORK SERVICE","success"
"indicator_3008","Access is denied (need local admin OR Remote Registry service enabled)","failure"
"indicator_3009","Network path not found (target offline or firewall)","failure"
"indicator_3010","The system cannot find the file specified (Remote Registry service not running)","failure"
"indicator_3011","Loaded X password hash","success"
"indicator_3012","guesses: X","success"
"indicator_3013","username (user)","success"
"indicator_3014","No password hashes loaded","failure"
"indicator_3015","0 password hashes cracked","failure"
"indicator_3016","Loaded X password hash","success"
"indicator_3017","guesses: X","success"
"indicator_3018","guesses: X","success"
"indicator_3019","Proceeding with wordlist mode","success"
"indicator_3020","Loaded X password hash (FORMAT)","success"
"indicator_3021","format confirmed in output","success"
"indicator_3022","No password hashes loaded (check --format)","failure"
"indicator_3023","Unknown format name","failure"
"indicator_3024","username:password","success"
"indicator_3025","X password hash cracked, Y left","success"
"indicator_3026","Loaded 1 password hash (SSH [RSA/DSA/EC/OPENSSH])","success"
"indicator_3027","PASSPHRASE (key)","success"
"indicator_3028","Loaded 1 password hash (KeePass [SHA256 AES])","success"
"indicator_3029","PASSWORD (Database)","success"
"indicator_3030","Proceeding with incremental mode","success"
"indicator_3031","guesses: X","success"
"indicator_3032","Session..........: ","success"
"indicator_3033","Progress.........: ","success"
"indicator_3034","Time running.....: ","success"
"indicator_3035","Restored session","success"
"indicator_3036","Proceeding with <mode>","success"
"indicator_3037","No session file found","failure"
"indicator_3038","descrypt","success"
"indicator_3039","raw-md5","success"
"indicator_3040","nt","success"
"indicator_3041","File appended successfully","success"
"indicator_3042","Output displays 'User Name' and 'SID' columns","success"
"indicator_3043","SID format: S-1-5-21-XXXXXXXXXX-XXXXXXXXXX-XXXXXXXXXX-XXXX","success"
"indicator_3044","First portion is always 'S-1-5-21' (domain account)","success"
"indicator_3045","Last segment after final hyphen is the RID (Relative Identifier)","success"
"indicator_3046","Domain SID is everything before the RID","success"
"indicator_3047","'whoami' is not recognized - Command Prompt may not be available (use PowerShell alternative)","failure"
"indicator_3048","SID starts with S-1-5-18, S-1-5-19, S-1-5-20 - Built-in account (SYSTEM, LOCAL SERVICE, NETWORK SERVICE), not domain account","failure"
"indicator_3049","SID format S-1-5-21-xxx-xxx-xxx-500 - Domain Administrator account (RID 500)","failure"
"indicator_3050","No output - Session may not be properly authenticated","failure"
"indicator_3051","Output is a single SID string: S-1-5-21-XXXXXXXXXX-XXXXXXXXXX-XXXXXXXXXX","success"
"indicator_3052","SID contains exactly 4 hyphens (S-1-5-21-DOMAIN-DOMAIN-DOMAIN)","success"
"indicator_3053","No RID appended (ends with 10-digit domain identifier, not user RID)","success"
"indicator_3054","Matches Domain SID extracted from whoami /user (after RID removal)","success"
"indicator_3055","Can be directly copied into Mimikatz /sid: parameter","success"
"indicator_3056","'Get-DomainSID' is not recognized - PowerView not imported (use Import-Module)","failure"
"indicator_3057","Exception calling LDAP - Network connectivity issue or DC unreachable","failure"
"indicator_3058","Access denied - Current user lacks LDAP query permissions (rare, even low-priv users can query domain object)","failure"
"indicator_3059","Returns $null - Domain query failed (verify domain membership with whoami /all)","failure"
"indicator_3060","Table output with 'Name' and 'SID' columns","success"
"indicator_3061","Multiple accounts listed (both local and domain accounts)","success"
"indicator_3062","Domain accounts have SID format S-1-5-21-XXXXXXXXXX-XXXXXXXXXX-XXXXXXXXXX-XXXX","success"
"indicator_3063","Local accounts have different SID prefixes (S-1-5-21-YYYYYYY-YYYYYYY-YYYYYYY-XXXX)","success"
"indicator_3064","Domain accounts share the same first four segments (S-1-5-21-DOMAIN-DOMAIN-DOMAIN)","success"
"indicator_3065","Distinct RIDs for each account (last segment differs per user)","success"
"indicator_3066","'wmic' is not recognized - Command not in PATH (check C:\Windows\System32\wbem\WMIC.exe)","failure"
"indicator_3067","Access denied - Insufficient WMI permissions (requires local admin in most cases)","failure"
"indicator_3068","Invalid query - Syntax error (ensure exact spacing: 'get name,sid' not 'get name, sid')","failure"
"indicator_3069","No domain accounts listed - Machine may not be domain-joined (verify with: wmic computersystem get domain)","failure"
"indicator_3070","CN=","success"
"indicator_3071","DC=","success"
"indicator_3072","Distinguished Names displayed","success"
"indicator_3073","Function 'LDAPSearch' is not recognized","failure"
"indicator_3074","Index operation failed","failure"
"indicator_3075","No results found","failure"
"indicator_3076","[GROUP]","success"
"indicator_3077","[USER]","success"
"indicator_3078","Name displayed with color coding","success"
"indicator_3079","Index operation failed","failure"
"indicator_3080","Cannot index into a null array","failure"
"indicator_3081","No results","failure"
"indicator_3082","[+]","success"
"indicator_3083","[GROUP]","success"
"indicator_3084","[USER]","success"
"indicator_3085","Hierarchical tree output","success"
"indicator_3086","Indentation showing nesting levels","success"
"indicator_3087","Function not recognized","failure"
"indicator_3088","Maximum recursion depth exceeded","failure"
"indicator_3089","Infinite loop","failure"
"indicator_3090","LAST USER:","success"
"indicator_3091","samaccountname","success"
"indicator_3092","description","success"
"indicator_3093","info","success"
"indicator_3094","Multiple attributes displayed","success"
"indicator_3095","No users found","failure"
"indicator_3096","AllUsers variable not defined","failure"
"indicator_3097","Index was outside the bounds","failure"
"indicator_3098","Name","success"
"indicator_3099","Created","success"
"indicator_3100","Table with timestamps","success"
"indicator_3101","Multiple Domain Admin accounts listed","success"
"indicator_3102","Function not recognized","failure"
"indicator_3103","Cannot index into null array","failure"
"indicator_3104","No results","failure"
"indicator_3105","MemberName","success"
"indicator_3106","MemberObjectClass","success"
"indicator_3107","MemberDistinguishedName","success"
"indicator_3108","GroupName","success"
"indicator_3109","Get-DomainGroupMember : The term 'Get-DomainGroupMember' is not recognized","failure"
"indicator_3110","A parameter cannot be found that matches parameter name 'Identity'","failure"
"indicator_3111","Group not found","failure"
"indicator_3112","samaccountname","success"
"indicator_3113","description","success"
"indicator_3114","info","success"
"indicator_3115","memberof","success"
"indicator_3116","whencreated","success"
"indicator_3117","pwdlastset","success"
"indicator_3118","Get-DomainUser : The term 'Get-DomainUser' is not recognized","failure"
"indicator_3119","User not found","failure"
"indicator_3120","No results","failure"
"indicator_3121","MemberName","success"
"indicator_3122","Accounts with 'svc' in name","success"
"indicator_3123","Service account usernames","success"
"indicator_3124","PowerView not loaded","failure"
"indicator_3125","No results","failure"
"indicator_3126","Group not found","failure"
"indicator_3127","description :","success"
"indicator_3128","info :","success"
"indicator_3129","Flag displayed","success"
"indicator_3130","Attribute values shown","success"
"indicator_3131","User not found","failure"
"indicator_3132","All attributes empty","failure"
"indicator_3133","Cannot index into null array","failure"
"indicator_3134","Hierarchical tree output","success"
"indicator_3135","[+] LAST USER:","success"
"indicator_3136","FLAG LOCATIONS:","success"
"indicator_3137","description/info/comment values displayed","success"
"indicator_3138","Syntax error","failure"
"indicator_3139","Function already exists","failure"
"indicator_3140","No users found","failure"
"indicator_3141","GroupName","success"
"indicator_3142","Identity","success"
"indicator_3143","Parameter name displayed","success"
"indicator_3144","No output (PowerView not loaded)","failure"
"indicator_3145","Command not found","failure"
"indicator_3146","Output: 'Upload Successful' notification in BloodHound GUI","success"
"indicator_3147","Database Info shows node counts: Users, Computers, Groups, etc.","success"
"indicator_3148","Search bar autocompletes domain objects (users, computers)","success"
"indicator_3149","Pre-built queries return results (click 'Find all Domain Admins')","success"
"indicator_3150","Graph view displays nodes when searching specific users/computers","success"
"indicator_3151","Error: 'Connection refused' - Neo4j not running (start: sudo neo4j console)","failure"
"indicator_3152","Error: 'Database unavailable' - Neo4j crashed or authentication failed","failure"
"indicator_3153","Upload hangs indefinitely - corrupted ZIP or JSON syntax error","failure"
"indicator_3154","Zero nodes ingested - empty collector output (SharpHound failed)","failure"
"indicator_3155","Search returns no results - data not ingested or wrong domain","failure"
"indicator_3156","Graph displays nodes and edges after running query","success"
"indicator_3157","Path shown from owned user to Domain Admins group","success"
"indicator_3158","Right-click edge → 'Help' displays abuse instructions","success"
"indicator_3159","Node properties visible in right panel","success"
"indicator_3160","Can mark nodes as owned and graph updates with new paths","success"
"indicator_3161","Query returns 'No paths found' - no direct privilege escalation available","failure"
"indicator_3162","Graph empty after query - data not uploaded or database cleared","failure"
"indicator_3163","Error: 'Connection lost to database' - Neo4j crashed","failure"
"indicator_3164","Owned principals not marked - can't run 'from Owned Principals' queries","failure"
"indicator_3165","Edge help missing - outdated BloodHound version","failure"
"indicator_3166","Query executes without syntax errors","success"
"indicator_3167","Results table displays in bottom panel","success"
"indicator_3168","Graph visualization shows matching nodes/edges","success"
"indicator_3169","Result count matches expected (e.g., 'Returned 5 rows in 0.023s')","success"
"indicator_3170","Can export results as JSON or CSV","success"
"indicator_3171","Error: 'Invalid input' - Cypher syntax error","failure"
"indicator_3172","Error: 'Variable not defined' - typo in node/relationship alias","failure"
"indicator_3173","Error: 'Property does not exist' - querying non-existent property","failure"
"indicator_3174","Query hangs indefinitely - too complex or database locked","failure"
"indicator_3175","Returns zero results when data should exist - wrong filter or label","failure"
"indicator_3176","C=200","success"
"indicator_3177","C=301","success"
"indicator_3178","C=302","success"
"indicator_3179","C=403","success"
"indicator_3180","Lines > 0","success"
"indicator_3181","Words > 0","success"
"indicator_3182","C=404","failure"
"indicator_3183","0 Reqs/sec","failure"
"indicator_3184","connection refused","failure"
"indicator_3185","All responses identical","failure"
"indicator_3186","C=302 (redirect on success)","success"
"indicator_3187","C=301 (redirect)","success"
"indicator_3188","Different response length than failures","success"
"indicator_3189","Set-Cookie header present","success"
"indicator_3190","All responses identical","failure"
"indicator_3191","connection refused","failure"
"indicator_3192","WAF/rate limiting detected","failure"
"indicator_3193","Account lockout triggered","failure"
"indicator_3194","Discovered open port","success"
"indicator_3195","rate:","success"
"indicator_3196","found","success"
"indicator_3197","FAIL: failed to detect IP","failure"
"indicator_3198","if: failed to detect","failure"
"indicator_3199","router-ip: not found","failure"
"indicator_3200","permission denied","failure"
"indicator_3201","Keyspace displayed","success"
"indicator_3202","Format: 'Keyspace: X combinations'","success"
"indicator_3203","Time estimate displayed","success"
"indicator_3204","Format shows hours and days","success"
"indicator_3205","Decision tree displayed","success"
"indicator_3206","5 attack modes listed","success"
"indicator_3207","Line count displayed","success"
"indicator_3208","Total candidates calculated","success"
"indicator_3209","Hash rate displayed (H/s, kH/s, MH/s, GH/s)","success"
"indicator_3210","Speed shown for specified mode","success"
"indicator_3211","Session started","success"
"indicator_3212","Progress updates shown","success"
"indicator_3213","Output file created","success"
"indicator_3214","Progress percentage increasing","success"
"indicator_3215","Speed shows H/s rate","success"
"indicator_3216","Recovered count if cracks found","success"
"indicator_3217","Higher H/s rate vs. default","success"
"indicator_3218","GPU utilization near 100%","success"
"indicator_3219","Rule file created","success"
"indicator_3220","File contains $0 through $9","success"
"indicator_3221","Rule file created","success"
"indicator_3222","File contains: ^2 ^0 ^2 ^4","success"
"indicator_3223","Rule file created","success"
"indicator_3224","File contains: c $!","success"
"indicator_3225","Rule file created","success"
"indicator_3226","File contains 5 lines","success"
"indicator_3227","sa@, se3, si1, so0, ss$","success"
"indicator_3228","Rule file created","success"
"indicator_3229","File contains: d","success"
"indicator_3230","Mutated passwords displayed","success"
"indicator_3231","Each line shows one password candidate","success"
"indicator_3232","Mutated passwords displayed","success"
"indicator_3233","Press Ctrl+C to stop (infinite generation possible)","success"
"indicator_3234","Session started","success"
"indicator_3235","Progress shows: Base * 64 candidates","success"
"indicator_3236","Cracked: [hash]:[password]","success"
"indicator_3237","Session started","success"
"indicator_3238","Progress shows: Base * 30000 candidates","success"
"indicator_3239","Status shows ETA","success"
"indicator_3240","Session started","success"
"indicator_3241","Progress shows massive candidate count","success"
"indicator_3242","Rules added to john.conf","success"
"indicator_3243","john --list=rules shows 'Custom'","success"
"indicator_3244","Rule file created","success"
"indicator_3245","Contains 3 rule variations","success"
"indicator_3246","Speed.#1.........: ","success"
"indicator_3247","MH/s","success"
"indicator_3248","Benchmark completed","success"
"indicator_3249","No devices found","failure"
"indicator_3250","OpenCL initialization failed","failure"
"indicator_3251","CUDA initialization failed","failure"
"indicator_3252","Cracked","success"
"indicator_3253","Status...........: Cracked","success"
"indicator_3254","<HASH>:<PASSWORD>","success"
"indicator_3255","Exhausted","failure"
"indicator_3256","Status...........: Exhausted","failure"
"indicator_3257","No hashes loaded","failure"
"indicator_3258","Status...........: Cracked","success"
"indicator_3259","Recovered........: 1/1","success"
"indicator_3260","Cracked","success"
"indicator_3261","Recovered........: 1/1","success"
"indicator_3262","Guess.Mod........: Rules","success"
"indicator_3263","Cracked","success"
"indicator_3264","Cracked","success"
"indicator_3265","$keepass$*...:PASSWORD","success"
"indicator_3266","Cracked","success"
"indicator_3267","$sshng$...:PASSPHRASE","success"
"indicator_3268","Token length exception","failure"
"indicator_3269","Hashfile on line X: Token length exception","failure"
"indicator_3270","Guess.Base.......: File, File (combination)","success"
"indicator_3271","Cracked","success"
"indicator_3272","Guess.Mask.......: <MASK>","success"
"indicator_3273","Cracked","success"
"indicator_3274","Guess.Base.......: File, Mask","success"
"indicator_3275","Cracked","success"
"indicator_3276","<HASH>:<PASSWORD>","success"
"indicator_3277","Recovered........: X/Y","success"
"indicator_3278","PASSWORD (format 2)","success"
"indicator_3279","HASH:PASSWORD (format 5)","success"
"indicator_3280","Progress.........: X/Y","success"
"indicator_3281","Speed.#1.........: ","success"
"indicator_3282","Time.Estimated...: ","success"
"indicator_3283","Separator unmatched (without --username flag)","success"
"indicator_3284","username:hash:password (with flag)","success"
"indicator_3285","Cracked","success"
"indicator_3286","Speed.#1.........: XXX H/s (not MH/s or GH/s)","success"
"indicator_3287","Password1","success"
"indicator_3288","password!","success"
"indicator_3289","mutated output displayed","success"
"indicator_3290","Optimized kernel based on rules file","success"
"indicator_3291","Faster H/s rate","success"
"indicator_3292","Cracked","success"
"indicator_3293","Status...........: Cracked","success"
"indicator_3294","$krb5asrep$23$user@DOMAIN.COM:hash:password","success"
"indicator_3295","Exhausted","failure"
"indicator_3296","Token length exception","failure"
"indicator_3297","No hashes loaded","failure"
"indicator_3298","Cracked","success"
"indicator_3299","Status...........: Cracked","success"
"indicator_3300","$krb5tgs$23$*service_account$...:password","success"
"indicator_3301","Exhausted","failure"
"indicator_3302","Token length exception","failure"
"indicator_3303","No hashes loaded","failure"
"indicator_3304","[22][ssh] host: <TARGET>   login: <USERNAME>   password: <PASSWORD>","success"
"indicator_3305","1 of 1 target successfully completed, 1 valid password found","success"
"indicator_3306","valid password found","success"
"indicator_3307","0 of 1 target completed, 0 valid password found","failure"
"indicator_3308","Connection refused","failure"
"indicator_3309","Too many authentication failures","failure"
"indicator_3310","Permission denied","failure"
"indicator_3311","Network unreachable","failure"
"indicator_3312","valid password found","success"
"indicator_3313","[<PORT>][ssh] host: <TARGET>   login: <USER>   password: <PASS>","success"
"indicator_3314","0 valid passwords found","failure"
"indicator_3315","Connection timed out","failure"
"indicator_3316","[3389][rdp] host: <TARGET>   login: <USER>   password: <PASS>","success"
"indicator_3317","valid password found","success"
"indicator_3318","[ERROR] freerdp: The connection failed to establish","failure"
"indicator_3319","Account locked","failure"
"indicator_3320","Connection refused","failure"
"indicator_3321","[80][http-post-form] host: <TARGET>   login: <USER>   password: <PASS>","success"
"indicator_3322","1 valid password found","success"
